Season,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Home_Last_5_Wins,Away_Last_5_Wins,Result_Encoded,Home_Last_5_Points,Away_Last_5_Points,H2H_Home_Wins,H2H_Home_Losses,H2H_Away_Wins,H2H_Away_Losses,H2H_Draws
2016,Heegan SC,Elman FC,0,2,-2,2,2,1,-1,7,5,6,6,6,6,6
2016,Gaadiidka FC,Jeenyo FC,2,2,0,0,0,0,0,1,2,6,4,4,6,4
2016,Jazeera SC,Mogadishu City Club,1,3,-2,2,1,1,-1,3,6,1,4,4,1,0
2016,Bariga Dhexe,Dekedda SC,1,3,-2,2,0,3,-1,0,10,0,2,2,0,0
2016,Horseed SC,Waxool FC,2,1,1,-1,3,2,1,11,6,4,1,1,4,1
2016,Jeenyo FC,Heegan SC,1,1,0,0,3,3,0,9,11,2,7,7,2,7
2016,Elman FC,Mogadishu City Club,1,2,-1,1,1,1,-1,3,6,2,7,7,2,9
2016,Gaadiidka FC,Dekedda SC,1,1,0,0,0,3,0,1,10,1,8,8,1,7
2016,Jazeera SC,Waxool FC,1,4,-3,3,1,2,-1,3,6,1,2,2,1,1
2016,Bariga Dhexe,Horseed SC,1,1,0,0,0,4,0,0,13,0,0,0,0,2
2017,Heegan SC,Mogadishu City Club,0,0,0,0,2,1,0,7,6,3,6,6,3,8
2017,Jeenyo FC,Dekedda SC,2,2,0,0,3,3,0,9,10,4,8,8,4,4
2017,Elman FC,Waxool FC,5,2,3,-3,1,2,1,3,6,6,0,0,6,0
2017,Gaadiidka FC,Horseed SC,1,1,0,0,0,4,0,1,13,4,8,8,4,4
2017,Jazeera SC,Bariga Dhexe,0,2,-2,2,1,1,-1,3,4,1,3,3,1,0
2017,Dekedda SC,Heegan SC,1,1,0,0,1,3,0,5,11,6,6,6,6,6
2017,Mogadishu City Club,Waxool FC,3,0,3,-3,3,2,1,11,6,5,1,1,5,0
2017,Jeenyo FC,Horseed SC,1,0,1,-1,3,4,1,9,13,7,6,6,7,3
2017,Gaadiidka FC,Jazeera SC,7,0,7,-7,0,0,1,1,1,2,1,1,2,2
2017,Elman FC,Bariga Dhexe,4,0,4,-4,1,1,1,3,4,2,0,0,2,0
2017,Heegan SC,Waxool FC,2,0,2,-2,2,2,1,7,6,6,0,0,6,0
2017,Dekedda SC,Horseed SC,1,2,-1,1,1,4,-1,5,13,4,6,6,4,7
2017,Mogadishu City Club,Bariga Dhexe,5,1,4,-4,3,1,1,11,4,2,0,0,2,0
2017,Jeenyo FC,Jazeera SC,2,2,0,0,3,0,0,9,1,1,2,2,1,1
2017,Horseed SC,Heegan SC,2,1,1,-1,3,3,1,11,11,3,6,6,3,8
2017,Elman FC,Gaadiidka FC,3,1,2,-2,1,3,1,3,9,9,4,4,9,2
2017,Dekedda SC,Jazeera SC,6,0,6,-6,1,0,1,5,1,5,0,0,5,0
2017,Waxool FC,Bariga Dhexe,0,1,-1,1,0,1,-1,0,4,2,1,1,2,1
2017,Mogadishu City Club,Gaadiidka FC,2,1,1,-1,3,3,1,11,9,12,1,1,12,2
2017,Jeenyo FC,Elman FC,1,1,0,0,3,1,0,9,5,5,4,4,5,7
2017,Horseed SC,Jazeera SC,2,0,2,-2,3,0,1,11,1,4,0,0,4,2
2017,Heegan SC,Bariga Dhexe,1,2,-1,1,2,1,-1,7,4,1,1,1,1,0
2017,Dekedda SC,Elman FC,0,0,0,0,1,1,0,5,5,7,7,7,7,3
2017,Waxool FC,Gaadiidka FC,0,4,-4,4,0,3,-1,0,9,1,3,3,1,2
2017,Mogadishu City Club,Jeenyo FC,2,2,0,0,3,0,0,11,2,8,4,4,8,4
2017,Jazeera SC,Heegan SC,1,2,-1,1,1,3,-1,3,11,0,5,5,0,1
2017,Bariga Dhexe,Gaadiidka FC,0,6,-6,6,0,3,-1,0,9,0,2,2,0,0
2017,Horseed SC,Elman FC,1,1,0,0,3,1,0,11,5,6,6,6,6,5
2017,Waxool FC,Jeenyo FC,0,5,-5,5,0,0,-1,0,2,1,4,4,1,1
2017,Dekedda SC,Mogadishu City Club,1,0,1,-1,1,1,1,5,6,6,5,5,6,6
2017,Jazeera SC,Elman FC,0,7,-7,7,1,1,-1,3,5,0,5,5,0,1
2017,Heegan SC,Gaadiidka FC,1,0,1,-1,2,3,1,7,9,12,1,1,12,2
2017,Bariga Dhexe,Jeenyo FC,1,5,-4,4,0,0,-1,0,2,0,2,2,0,0
2017,Horseed SC,Mogadishu City Club,0,3,-3,3,3,1,-1,11,6,3,8,8,3,7
2017,Waxool FC,Dekedda SC,1,7,-6,6,0,3,-1,0,10,0,5,5,0,1
2017,Elman FC,Heegan SC,0,0,0,0,1,3,0,3,11,6,6,6,6,6
2017,Jeenyo FC,Gaadiidka FC,1,1,0,0,3,3,0,9,9,4,6,6,4,4
2017,Mogadishu City Club,Jazeera SC,3,1,2,-2,3,0,1,11,1,4,1,1,4,0
2017,Dekedda SC,Bariga Dhexe,3,0,3,-3,1,1,1,5,4,2,0,0,2,0
2017,Waxool FC,Horseed SC,0,0,0,0,0,4,0,0,13,1,4,4,1,1
2017,Dekedda SC,Gaadiidka FC,2,1,1,-1,1,3,1,5,9,8,1,1,8,7
2017,Heegan SC,Jeenyo FC,4,3,1,-1,2,0,1,7,2,7,2,2,7,7
2017,Mogadishu City Club,Elman FC,0,1,-1,1,3,1,-1,11,5,7,2,2,7,9
2017,Horseed SC,Bariga Dhexe,0,0,0,0,3,1,0,11,4,0,0,0,0,2
2017,Waxool FC,Jazeera SC,1,2,-1,1,0,0,-1,0,1,2,1,1,2,1
2017,Mogadishu City Club,Heegan SC,0,1,-1,1,3,3,-1,11,11,6,3,3,6,8
2017,Dekedda SC,Jeenyo FC,4,0,4,-4,1,0,1,5,2,8,4,4,8,4
2017,Waxool FC,Elman FC,0,2,-2,2,0,1,-1,0,5,0,6,6,0,0
2017,Horseed SC,Gaadiidka FC,2,1,1,-1,3,3,1,11,9,8,4,4,8,4
2017,Bariga Dhexe,Jazeera SC,0,1,-1,1,0,0,-1,0,1,3,1,1,3,0
2017,Heegan SC,Dekedda SC,0,2,-2,2,2,3,-1,7,10,6,6,6,6,6
2017,Waxool FC,Mogadishu City Club,2,1,1,-1,0,1,1,0,6,1,5,5,1,0
2017,Horseed SC,Jeenyo FC,1,0,1,-1,3,0,1,11,2,6,7,7,6,3
2017,Bariga Dhexe,Elman FC,0,6,-6,6,0,1,-1,0,5,0,2,2,0,0
2017,Jazeera SC,Gaadiidka FC,1,6,-5,5,1,3,-1,3,9,1,2,2,1,2
2017,Waxool FC,Heegan SC,0,2,-2,2,0,3,-1,0,11,0,6,6,0,0
2017,Horseed SC,Dekedda SC,1,1,0,0,3,3,0,11,10,6,4,4,6,7
2017,Bariga Dhexe,Mogadishu City Club,1,4,-3,3,0,1,-1,0,6,0,2,2,0,0
2017,Jazeera SC,Jeenyo FC,1,3,-2,2,1,0,-1,3,2,2,1,1,2,1
2017,Gaadiidka FC,Elman FC,3,0,3,-3,0,1,1,1,5,4,9,9,4,2
2017,Heegan SC,Horseed SC,1,1,0,0,2,4,0,7,13,6,3,3,6,8
2017,Bariga Dhexe,Waxool FC,0,2,-2,2,0,2,-1,0,6,1,2,2,1,1
2017,Jazeera SC,Dekedda SC,0,1,-1,1,1,3,-1,3,10,0,5,5,0,0
2017,Gaadiidka FC,Mogadishu City Club,0,0,0,0,0,1,0,1,6,1,12,12,1,2
2017,Elman FC,Jeenyo FC,0,1,-1,1,1,0,-1,3,2,4,5,5,4,7
2017,Bariga Dhexe,Heegan SC,0,4,-4,4,0,3,-1,0,11,1,1,1,1,0
2017,Jazeera SC,Horseed SC,1,3,-2,2,1,4,-1,3,13,0,4,4,0,2
2017,Gaadiidka FC,Waxool FC,1,1,0,0,0,2,0,1,6,3,1,1,3,2
2017,Elman FC,Dekedda SC,0,2,-2,2,1,3,-1,3,10,7,7,7,7,3
2017,Jeenyo FC,Mogadishu City Club,0,3,-3,3,3,1,-1,9,6,4,8,8,4,4
2017,Heegan SC,Jazeera SC,2,0,2,-2,2,0,1,7,1,5,0,0,5,1
2017,Gaadiidka FC,Bariga Dhexe,2,0,2,-2,0,1,1,1,4,2,0,0,2,0
2017,Elman FC,Horseed SC,1,1,0,0,1,4,0,3,13,6,6,6,6,5
2017,Jeenyo FC,Waxool FC,0,0,0,0,3,2,0,9,6,4,1,1,4,1
2017,Mogadishu City Club,Dekedda SC,1,1,0,0,3,3,0,11,10,5,6,6,5,6
2017,Gaadiidka FC,Heegan SC,2,3,-1,1,0,3,-1,1,11,1,12,12,1,2
2017,Elman FC,Jazeera SC,4,0,4,-4,1,0,1,3,1,5,0,0,5,1
2017,Jeenyo FC,Bariga Dhexe,1,0,1,-1,3,1,1,9,4,2,0,0,2,0
2017,Mogadishu City Club,Horseed SC,1,0,1,-1,3,4,1,11,13,8,3,3,8,7
2017,Dekedda SC,Waxool FC,2,0,2,-2,1,2,1,5,6,5,0,0,5,1
2018,Dekedda SC,Waxool FC,1,0,1,-1,1,2,1,5,6,5,0,0,5,1
2018,Batroolka FC,Gaadiidka FC,0,0,0,0,0,3,0,1,9,1,3,3,1,2
2018,Heegan SC,Elman FC,4,1,3,-3,2,1,1,7,5,6,6,6,6,6
2018,Madbacadda FC,Jeenyo FC,1,1,0,0,0,0,0,0,2,2,0,0,2,2
2018,Horseed SC,Mogadishu City Club,1,0,1,-1,3,1,1,11,6,3,8,8,3,7
2018,Gaadiidka FC,Dekedda SC,1,1,0,0,0,3,0,1,10,1,8,8,1,7
2018,Waxool FC,Elman FC,0,4,-4,4,0,1,-1,0,5,0,6,6,0,0
2018,Batroolka FC,Jeenyo FC,0,0,0,0,0,0,0,1,2,0,4,4,0,2
2018,Heegan SC,Mogadishu City Club,1,1,0,0,2,1,0,7,6,3,6,6,3,8
2018,Madbacadda FC,Horseed SC,0,0,0,0,0,4,0,0,13,0,2,2,0,2
2018,Dekedda SC,Elman FC,1,0,1,-1,1,1,1,5,5,7,7,7,7,3
2018,Gaadiidka FC,Jeenyo FC,0,1,-1,1,0,0,-1,1,2,6,4,4,6,4
2018,Waxool FC,Mogadishu City Club,1,4,-3,3,0,1,-1,0,6,1,5,5,1,0
2018,Batroolka FC,Horseed SC,1,5,-4,4,0,4,-1,1,13,0,5,5,0,1
2018,Heegan SC,Madbacadda FC,0,0,0,0,2,1,0,7,6,2,1,1,2,1
2018,Jeenyo FC,Dekedda SC,0,2,-2,2,3,3,-1,9,10,4,8,8,4,4
2018,Elman FC,Mogadishu City Club,2,6,-4,4,1,1,-1,3,6,2,7,7,2,9
2018,Gaadiidka FC,Horseed SC,1,3,-2,2,0,4,-1,1,13,4,8,8,4,4
2018,Waxool FC,Madbacadda FC,0,1,-1,1,0,1,-1,0,6,1,1,1,1,0
2018,Batroolka FC,Heegan SC,1,2,-1,1,0,3,-1,1,11,0,6,6,0,0
2018,Dekedda SC,Mogadishu City Club,1,0,1,-1,1,1,1,5,6,6,5,5,6,6
2018,Jeenyo FC,Horseed SC,0,2,-2,2,3,4,-1,9,13,7,6,6,7,3
2018,Elman FC,Madbacadda FC,5,1,4,-4,1,1,1,3,6,1,1,1,1,2
2018,Gaadiidka FC,Heegan SC,1,2,-1,1,0,3,-1,1,11,1,12,12,1,2
2018,Waxool FC,Batroolka FC,2,2,0,0,0,1,0,0,3,1,0,0,1,1
2018,Horseed SC,Dekedda SC,0,0,0,0,3,3,0,11,10,6,4,4,6,7
2018,Mogadishu City Club,Madbacadda FC,2,0,2,-2,3,1,1,11,6,2,0,0,2,2
2018,Jeenyo FC,Heegan SC,1,0,1,-1,3,3,1,9,11,2,7,7,2,7
2018,Elman FC,Batroolka FC,1,4,-3,3,1,1,-1,3,3,4,1,1,4,1
2018,Gaadiidka FC,Waxool FC,1,1,0,0,0,2,0,1,6,3,1,1,3,2
2018,Dekedda SC,Madbacadda FC,7,1,6,-6,1,1,1,5,6,4,0,0,4,0
2018,Horseed SC,Heegan SC,0,0,0,0,3,3,0,11,11,3,6,6,3,8
2018,Mogadishu City Club,Batroolka FC,1,1,0,0,3,1,0,11,3,5,0,0,5,1
2018,Jeenyo FC,Waxool FC,0,1,-1,1,3,2,-1,9,6,4,1,1,4,1
2018,Elman FC,Gaadiidka FC,3,0,3,-3,1,3,1,3,9,9,4,4,9,2
2018,Heegan SC,Dekedda SC,0,0,0,0,2,3,0,7,10,6,6,6,6,6
2018,Madbacadda FC,Batroolka FC,0,0,0,0,0,1,0,0,3,1,0,0,1,1
2018,Horseed SC,Waxool FC,3,0,3,-3,3,2,1,11,6,4,1,1,4,1
2018,Mogadishu City Club,Gaadiidka FC,3,0,3,-3,3,3,1,11,9,12,1,1,12,2
2018,Jeenyo FC,Elman FC,2,2,0,0,3,1,0,9,5,5,4,4,5,7
2018,Dekedda SC,Batroolka FC,5,0,5,-5,1,1,1,5,3,5,1,1,5,0
2018,Heegan SC,Waxool FC,5,0,5,-5,2,2,1,7,6,6,0,0,6,0
2018,Madbacadda FC,Gaadiidka FC,0,2,-2,2,0,3,-1,0,9,0,3,3,0,1
2018,Horseed SC,Elman FC,2,0,2,-2,3,1,1,11,5,6,6,6,6,5
2018,Mogadishu City Club,Jeenyo FC,4,2,2,-2,3,0,1,11,2,8,4,4,8,4
2018,Waxool FC,Dekedda SC,1,4,-3,3,0,3,-1,0,10,0,5,5,0,1
2018,Gaadiidka FC,Batroolka FC,0,1,-1,1,0,1,-1,1,3,3,1,1,3,2
2018,Elman FC,Heegan SC,1,2,-1,1,1,3,-1,3,11,6,6,6,6,6
2018,Jeenyo FC,Madbacadda FC,1,1,0,0,3,1,0,9,6,0,2,2,0,2
2018,Mogadishu City Club,Horseed SC,3,2,1,-1,3,4,1,11,13,8,3,3,8,7
2018,Dekedda SC,Gaadiidka FC,6,0,6,-6,1,3,1,5,9,8,1,1,8,7
2018,Elman FC,Waxool FC,4,1,3,-3,1,2,1,3,6,6,0,0,6,0
2018,Jeenyo FC,Batroolka FC,6,0,6,-6,3,1,1,9,3,4,0,0,4,2
2018,Mogadishu City Club,Heegan SC,1,1,0,0,3,3,0,11,11,6,3,3,6,8
2018,Horseed SC,Madbacadda FC,1,1,0,0,3,1,0,11,6,2,0,0,2,2
2018,Elman FC,Dekedda SC,3,0,3,-3,1,3,1,3,10,7,7,7,7,3
2018,Jeenyo FC,Gaadiidka FC,3,6,-3,3,3,3,-1,9,9,4,6,6,4,4
2018,Mogadishu City Club,Waxool FC,2,0,2,-2,3,2,1,11,6,5,1,1,5,0
2018,Horseed SC,Batroolka FC,5,0,5,-5,3,1,1,11,3,5,0,0,5,1
2018,Madbacadda FC,Heegan SC,1,0,1,-1,0,3,1,0,11,1,2,2,1,1
2018,Dekedda SC,Jeenyo FC,3,0,3,-3,1,0,1,5,2,8,4,4,8,4
2018,Mogadishu City Club,Elman FC,4,2,2,-2,3,1,1,11,5,7,2,2,7,9
2018,Horseed SC,Gaadiidka FC,0,0,0,0,3,3,0,11,9,8,4,4,8,4
2018,Madbacadda FC,Waxool FC,1,2,-1,1,0,2,-1,0,6,1,1,1,1,0
2018,Heegan SC,Batroolka FC,3,0,3,-3,2,1,1,7,3,6,0,0,6,0
2018,Mogadishu City Club,Dekedda SC,0,0,0,0,3,3,0,11,10,5,6,6,5,6
2018,Horseed SC,Jeenyo FC,0,0,0,0,3,0,0,11,2,6,7,7,6,3
2018,Madbacadda FC,Elman FC,1,1,0,0,0,1,0,0,5,1,1,1,1,2
2018,Heegan SC,Gaadiidka FC,3,1,2,-2,2,3,1,7,9,12,1,1,12,2
2018,Batroolka FC,Waxool FC,1,2,-1,1,0,2,-1,1,6,0,1,1,0,1
2018,Dekedda SC,Horseed SC,2,2,0,0,1,4,0,5,13,4,6,6,4,7
2018,Madbacadda FC,Mogadishu City Club,2,2,0,0,0,1,0,0,6,0,2,2,0,2
2018,Heegan SC,Jeenyo FC,4,1,3,-3,2,0,1,7,2,7,2,2,7,7
2018,Batroolka FC,Mogadishu City Club,1,2,-1,1,0,1,-1,1,6,0,5,5,0,1
2018,Waxool FC,Jeenyo FC,1,2,-1,1,0,0,-1,0,2,1,4,4,1,1
2018,Gaadiidka FC,Mogadishu City Club,1,2,-1,1,0,1,-1,1,6,1,12,12,1,2
2018,Batroolka FC,Elman FC,2,2,0,0,0,1,0,1,5,1,4,4,1,1
2018,Jeenyo FC,Mogadishu City Club,1,2,-1,1,3,1,-1,9,6,4,8,8,4,4
2018,Heegan SC,Horseed SC,1,0,1,-1,2,4,1,7,13,6,3,3,6,8
2018,Gaadiidka FC,Elman FC,2,2,0,0,0,1,0,1,5,4,9,9,4,2
2018,Batroolka FC,Madbacadda FC,1,4,-3,3,0,1,-1,1,6,0,1,1,0,1
2018,Dekedda SC,Heegan SC,1,1,0,0,1,3,0,5,11,6,6,6,6,6
2018,Waxool FC,Gaadiidka FC,1,3,-2,2,0,3,-1,0,9,1,3,3,1,2
2018,Elman FC,Jeenyo FC,2,1,1,-1,1,0,1,3,2,4,5,5,4,7
2018,Madbacadda FC,Dekedda SC,0,5,-5,5,0,3,-1,0,10,0,4,4,0,0
2018,Waxool FC,Horseed SC,1,4,-3,3,0,4,-1,0,13,1,4,4,1,1
2018,Gaadiidka FC,Madbacadda FC,4,1,3,-3,0,1,1,1,6,3,0,0,3,1
2018,Batroolka FC,Dekedda SC,1,6,-5,5,0,3,-1,1,10,1,5,5,1,0
2018,Elman FC,Horseed SC,2,3,-1,1,1,4,-1,3,13,6,6,6,6,5
2018,Waxool FC,Heegan SC,0,7,-7,7,0,3,-1,0,11,0,6,6,0,0
2019,Dekedda SC,Gaadiidka FC,1,1,0,0,1,3,0,5,9,8,1,1,8,7
2019,Jeenyo FC,Mogadishu City Club,1,0,1,-1,3,1,1,9,6,4,8,8,4,4
2019,Heegan SC,Madbacadda FC,1,0,1,-1,2,1,1,7,6,2,1,1,2,1
2019,Jazeera SC,Midnimo FC,0,1,-1,1,1,3,-1,3,9,1,4,4,1,3
2019,Horseed SC,Elman FC,0,0,0,0,3,1,0,11,5,6,6,6,6,5
2019,Jeenyo FC,Dekedda SC,2,8,-6,6,3,3,-1,9,10,4,8,8,4,4
2019,Gaadiidka FC,Madbacadda FC,0,0,0,0,0,1,0,1,6,3,0,0,3,1
2019,Mogadishu City Club,Midnimo FC,1,1,0,0,3,3,0,11,9,4,0,0,4,1
2019,Heegan SC,Elman FC,1,3,-2,2,2,1,-1,7,5,6,6,6,6,6
2019,Jazeera SC,Horseed SC,1,1,0,0,1,4,0,3,13,0,4,4,0,2
2019,Dekedda SC,Madbacadda FC,1,0,1,-1,1,1,1,5,6,4,0,0,4,0
2019,Jeenyo FC,Midnimo FC,0,1,-1,1,3,3,-1,9,9,1,2,2,1,1
2019,Gaadiidka FC,Elman FC,1,3,-2,2,0,1,-1,1,5,4,9,9,4,2
2019,Mogadishu City Club,Horseed SC,1,2,-1,1,3,4,-1,11,13,8,3,3,8,7
2019,Heegan SC,Jazeera SC,3,0,3,-3,2,0,1,7,1,5,0,0,5,1
2019,Midnimo FC,Dekedda SC,0,2,-2,2,2,3,-1,7,10,1,2,2,1,3
2019,Madbacadda FC,Elman FC,1,0,1,-1,0,1,1,0,5,1,1,1,1,2
2019,Jeenyo FC,Horseed SC,0,4,-4,4,3,4,-1,9,13,7,6,6,7,3
2019,Gaadiidka FC,Jazeera SC,0,1,-1,1,0,0,-1,1,1,2,1,1,2,2
2019,Mogadishu City Club,Heegan SC,1,0,1,-1,3,3,1,11,11,6,3,3,6,8
2019,Dekedda SC,Elman FC,1,0,1,-1,1,1,1,5,5,7,7,7,7,3
2019,Midnimo FC,Horseed SC,0,2,-2,2,2,4,-1,7,13,0,5,5,0,0
2019,Madbacadda FC,Jazeera SC,1,2,-1,1,0,0,-1,0,1,0,1,1,0,1
2019,Jeenyo FC,Heegan SC,0,2,-2,2,3,3,-1,9,11,2,7,7,2,7
2019,Gaadiidka FC,Mogadishu City Club,1,2,-1,1,0,1,-1,1,6,1,12,12,1,2
2019,Horseed SC,Dekedda SC,1,0,1,-1,3,3,1,11,10,6,4,4,6,7
2019,Elman FC,Jazeera SC,3,2,1,-1,1,0,1,3,1,5,0,0,5,1
2019,Midnimo FC,Heegan SC,1,3,-2,2,2,3,-1,7,11,1,5,5,1,0
2019,Madbacadda FC,Mogadishu City Club,1,4,-3,3,0,1,-1,0,6,0,2,2,0,2
2019,Jeenyo FC,Gaadiidka FC,2,4,-2,2,3,3,-1,9,9,4,6,6,4,4
2019,Dekedda SC,Jazeera SC,2,1,1,-1,1,0,1,5,1,5,0,0,5,0
2019,Horseed SC,Heegan SC,0,1,-1,1,3,3,-1,11,11,3,6,6,3,8
