Season,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Home_Last_5_Wins,Away_Last_5_Wins,Result_Encoded,Home_Last_5_Points,Away_Last_5_Points,H2H_Home_Wins,H2H_Home_Losses,H2H_Away_Wins,H2H_Away_Losses,H2H_Draws
2019,Elman FC,Mogadishu City Club,1,1,0,0,1,1,0,3,6,2,7,7,2,9
2019,Midnimo FC,Gaadiidka FC,0,2,-2,2,2,3,-1,7,9,2,2,2,2,1
2019,Madbacadda FC,Jeenyo FC,2,1,1,-1,0,0,1,0,2,2,0,0,2,2
2019,Heegan SC,Dekedda SC,1,1,0,0,2,3,0,7,10,6,6,6,6,6
2019,Jazeera SC,Mogadishu City Club,2,5,-3,3,1,1,-1,3,6,1,4,4,1,0
2019,Horseed SC,Gaadiidka FC,6,0,6,-6,3,3,1,11,9,8,4,4,8,4
2019,Elman FC,Jeenyo FC,3,1,2,-2,1,0,1,3,2,4,5,5,4,7
2019,Midnimo FC,Madbacadda FC,1,0,1,-1,2,1,1,7,6,2,0,0,2,0
2019,Dekedda SC,Mogadishu City Club,1,0,1,-1,1,1,1,5,6,6,5,5,6,6
2019,Heegan SC,Gaadiidka FC,4,0,4,-4,2,3,1,7,9,12,1,1,12,2
2019,Jeenyo FC,Jazeera SC,0,1,-1,1,3,0,-1,9,1,1,2,2,1,1
2019,Horseed SC,Madbacadda FC,4,0,4,-4,3,1,1,11,6,2,0,0,2,2
2019,Elman FC,Midnimo FC,1,2,-1,1,1,3,-1,3,9,0,3,3,0,2
2019,Gaadiidka FC,Dekedda SC,0,4,-4,4,0,3,-1,1,10,1,8,8,1,7
2019,Jeenyo FC,Mogadishu City Club,0,4,-4,4,3,1,-1,9,6,4,8,8,4,4
2019,Madbacadda FC,Heegan SC,3,4,-1,1,0,3,-1,0,11,1,2,2,1,1
2019,Midnimo FC,Jazeera SC,2,2,0,0,2,0,0,7,1,4,1,1,4,3
2019,Elman FC,Horseed SC,2,1,1,-1,1,4,1,3,13,6,6,6,6,5
2019,Dekedda SC,Jeenyo FC,4,1,3,-3,1,0,1,5,2,8,4,4,8,4
2019,Madbacadda FC,Gaadiidka FC,0,2,-2,2,0,3,-1,0,9,0,3,3,0,1
2019,Elman FC,Heegan SC,2,1,1,-1,1,3,1,3,11,6,6,6,6,6
2019,Horseed SC,Jazeera SC,3,1,2,-2,3,0,1,11,1,4,0,0,4,2
2019,Madbacadda FC,Dekedda SC,0,2,-2,2,0,3,-1,0,10,0,4,4,0,0
2019,Midnimo FC,Jeenyo FC,0,0,0,0,2,0,0,7,2,2,1,1,2,1
2019,Elman FC,Gaadiidka FC,3,1,2,-2,1,3,1,3,9,9,4,4,9,2
2019,Horseed SC,Mogadishu City Club,1,0,1,-1,3,1,1,11,6,3,8,8,3,7
2019,Jazeera SC,Heegan SC,0,0,0,0,1,3,0,3,11,0,5,5,0,1
2019,Elman FC,Madbacadda FC,1,1,0,0,1,1,0,3,6,1,1,1,1,2
2019,Dekedda SC,Midnimo FC,1,0,1,-1,1,3,1,5,9,2,1,1,2,3
2019,Horseed SC,Jeenyo FC,3,0,3,-3,3,0,1,11,2,6,7,7,6,3
2019,Jazeera SC,Gaadiidka FC,2,2,0,0,1,3,0,3,9,1,2,2,1,2
2019,Heegan SC,Mogadishu City Club,0,0,0,0,2,1,0,7,6,3,6,6,3,8
2019,Elman FC,Dekedda SC,2,0,2,-2,1,3,1,3,10,7,7,7,7,3
2019,Horseed SC,Midnimo FC,3,0,3,-3,3,3,1,11,9,5,0,0,5,0
2019,Jazeera SC,Madbacadda FC,0,0,0,0,1,1,0,3,6,1,0,0,1,1
2019,Heegan SC,Jeenyo FC,1,1,0,0,2,0,0,7,2,7,2,2,7,7
2019,Mogadishu City Club,Gaadiidka FC,1,0,1,-1,3,3,1,11,9,12,1,1,12,2
2019,Dekedda SC,Horseed SC,1,1,0,0,1,4,0,5,13,4,6,6,4,7
2019,Jazeera SC,Elman FC,2,2,0,0,1,1,0,3,5,0,5,5,0,1
2019,Heegan SC,Midnimo FC,2,0,2,-2,2,3,1,7,9,5,1,1,5,0
2019,Mogadishu City Club,Madbacadda FC,0,0,0,0,3,1,0,11,6,2,0,0,2,2
2019,Gaadiidka FC,Jeenyo FC,2,1,1,-1,0,0,1,1,2,6,4,4,6,4
2019,Jazeera SC,Dekedda SC,1,4,-3,3,1,3,-1,3,10,0,5,5,0,0
2019,Heegan SC,Horseed SC,1,1,0,0,2,4,0,7,13,6,3,3,6,8
2019,Mogadishu City Club,Elman FC,2,2,0,0,3,1,0,11,5,7,2,2,7,9
2019,Gaadiidka FC,Midnimo FC,1,0,1,-1,0,3,1,1,9,2,2,2,2,1
2019,Jeenyo FC,Madbacadda FC,2,4,-2,2,3,1,-1,9,6,0,2,2,0,2
2019,Dekedda SC,Heegan SC,1,0,1,-1,1,3,1,5,11,6,6,6,6,6
2019,Mogadishu City Club,Jazeera SC,4,5,-1,1,3,0,-1,11,1,4,1,1,4,0
2019,Gaadiidka FC,Horseed SC,0,3,-3,3,0,4,-1,1,13,4,8,8,4,4
2019,Jeenyo FC,Elman FC,2,6,-4,4,3,1,-1,9,5,5,4,4,5,7
2019,Madbacadda FC,Midnimo FC,0,1,-1,1,0,3,-1,0,9,0,2,2,0,0
2019,Mogadishu City Club,Dekedda SC,2,3,-1,1,3,3,-1,11,10,5,6,6,5,6
2019,Gaadiidka FC,Heegan SC,0,1,-1,1,0,3,-1,1,11,1,12,12,1,2
2019,Jeenyo FC,Jazeera SC,2,4,-2,2,3,0,-1,9,1,1,2,2,1,1
2019,Madbacadda FC,Horseed SC,0,3,-3,3,0,4,-1,0,13,0,2,2,0,2
2019,Midnimo FC,Elman FC,0,0,0,0,2,1,0,7,5,3,0,0,3,2
2019,Dekedda SC,Midnimo FC,1,1,0,0,1,3,0,5,9,2,1,1,2,3
2019,Raadsan FC,Gaadiidka FC,3,0,3,-3,2,3,1,8,9,2,1,1,2,1
2019,Mogadishu City Club,Rajo FC,1,2,-1,1,3,1,-1,11,4,1,1,1,1,0
2019,Elman FC,Heegan SC,1,1,0,0,1,3,0,3,11,6,6,6,6,6
2019,Horseed SC,Jazeera SC,1,1,0,0,3,0,0,11,1,4,0,0,4,2
2020,Gaadiidka FC,Dekedda SC,0,1,-1,1,0,3,-1,1,10,1,8,8,1,7
2020,Midnimo FC,Heegan SC,0,2,-2,2,2,3,-1,7,11,1,5,5,1,0
2020,Raadsan FC,Rajo FC,2,2,0,0,2,1,0,8,4,1,0,0,1,1
2020,Elman FC,Jazeera SC,4,1,3,-3,1,0,1,3,1,5,0,0,5,1
2020,Mogadishu City Club,Horseed SC,0,0,0,0,3,4,0,11,13,8,3,3,8,7
2020,Dekedda SC,Heegan SC,2,1,1,-1,1,3,1,5,11,6,6,6,6,6
2020,Gaadiidka FC,Rajo FC,3,1,2,-2,0,1,1,1,4,2,0,0,2,0
2020,Midnimo FC,Jazeera SC,3,0,3,-3,2,0,1,7,1,4,1,1,4,3
2020,Raadsan FC,Horseed SC,2,4,-2,2,2,4,-1,8,13,1,2,2,1,1
2020,Elman FC,Mogadishu City Club,1,1,0,0,1,1,0,3,6,2,7,7,2,9
2020,Rajo FC,Dekedda SC,0,2,-2,2,0,3,-1,1,10,0,2,2,0,0
2020,Heegan SC,Jazeera SC,2,0,2,-2,2,0,1,7,1,5,0,0,5,1
2020,Gaadiidka FC,Horseed SC,0,1,-1,1,0,4,-1,1,13,4,8,8,4,4
2020,Midnimo FC,Mogadishu City Club,0,4,-4,4,2,1,-1,7,6,0,4,4,0,1
2020,Raadsan FC,Elman FC,2,3,-1,1,2,1,-1,8,5,1,3,3,1,0
2020,Dekedda SC,Jazeera SC,2,1,1,-1,1,0,1,5,1,5,0,0,5,0
2020,Rajo FC,Horseed SC,0,2,-2,2,0,4,-1,1,13,0,1,1,0,0
2020,Heegan SC,Mogadishu City Club,0,3,-3,3,2,1,-1,7,6,3,6,6,3,8
2020,Gaadiidka FC,Elman FC,1,3,-2,2,0,1,-1,1,5,4,9,9,4,2
2020,Midnimo FC,Raadsan FC,0,3,-3,3,2,2,-1,7,8,2,4,4,2,1
2020,Horseed SC,Dekedda SC,0,0,0,0,3,3,0,11,10,6,4,4,6,7
2020,Jazeera SC,Mogadishu City Club,1,3,-2,2,1,1,-1,3,6,1,4,4,1,0
2020,Rajo FC,Elman FC,1,6,-5,5,0,1,-1,1,5,0,1,1,0,0
2020,Heegan SC,Raadsan FC,2,1,1,-1,2,2,1,7,8,1,1,1,1,1
2020,Gaadiidka FC,Midnimo FC,0,2,-2,2,0,3,-1,1,9,2,2,2,2,1
2020,Dekedda SC,Mogadishu City Club,0,5,-5,5,1,1,-1,5,6,6,5,5,6,6
2020,Horseed SC,Elman FC,2,3,-1,1,3,1,-1,11,5,6,6,6,6,5
2020,Jazeera SC,Raadsan FC,2,2,0,0,1,2,0,3,8,1,3,3,1,1
2020,Rajo FC,Midnimo FC,1,1,0,0,0,3,0,1,9,0,0,0,0,1
2020,Heegan SC,Gaadiidka FC,1,1,0,0,2,3,0,7,9,12,1,1,12,2
2020,Elman FC,Dekedda SC,0,1,-1,1,1,3,-1,3,10,7,7,7,7,3
2020,Mogadishu City Club,Raadsan FC,2,3,-1,1,3,2,-1,11,8,1,1,1,1,1
2020,Horseed SC,Midnimo FC,1,0,1,-1,3,3,1,11,9,5,0,0,5,0
2020,Jazeera SC,Gaadiidka FC,1,1,0,0,1,3,0,3,9,1,2,2,1,2
2020,Rajo FC,Heegan SC,1,2,-1,1,0,3,-1,1,11,0,1,1,0,0
2020,Dekedda SC,Raadsan FC,1,0,1,-1,1,2,1,5,8,2,1,1,2,0
2020,Elman FC,Midnimo FC,1,1,0,0,1,3,0,3,9,0,3,3,0,2
2020,Mogadishu City Club,Gaadiidka FC,3,0,3,-3,3,3,1,11,9,12,1,1,12,2
2020,Horseed SC,Heegan SC,1,0,1,-1,3,3,1,11,11,3,6,6,3,8
2020,Jazeera SC,Rajo FC,4,2,2,-2,1,1,1,3,4,1,0,0,1,0
2020,Midnimo FC,Dekedda SC,0,0,0,0,2,3,0,7,10,1,2,2,1,3
2020,Gaadiidka FC,Raadsan FC,5,0,5,-5,0,2,1,1,8,1,2,2,1,1
2020,Heegan SC,Elman FC,3,1,2,-2,2,1,1,7,5,6,6,6,6,6
2020,Rajo FC,Mogadishu City Club,0,5,-5,5,0,1,-1,1,6,1,1,1,1,0
2020,Jazeera SC,Horseed SC,0,1,-1,1,1,4,-1,3,13,0,4,4,0,2
2020,Dekedda SC,Gaadiidka FC,1,3,-2,2,1,3,-1,5,9,8,1,1,8,7
2020,Heegan SC,Midnimo FC,0,1,-1,1,2,3,-1,7,9,5,1,1,5,0
2020,Rajo FC,Raadsan FC,0,4,-4,4,0,2,-1,1,8,0,1,1,0,1
2020,Jazeera SC,Elman FC,2,4,-2,2,1,1,-1,3,5,0,5,5,0,1
2020,Horseed SC,Mogadishu City Club,0,0,0,0,3,1,0,11,6,3,8,8,3,7
2020,Heegan SC,Dekedda SC,1,0,1,-1,2,3,1,7,10,6,6,6,6,6
2020,Rajo FC,Gaadiidka FC,0,7,-7,7,0,3,-1,1,9,0,2,2,0,0
2020,Jazeera SC,Midnimo FC,1,2,-1,1,1,3,-1,3,9,1,4,4,1,3
2020,Horseed SC,Raadsan FC,4,0,4,-4,3,2,1,11,8,2,1,1,2,1
2020,Mogadishu City Club,Elman FC,2,0,2,-2,3,1,1,11,5,7,2,2,7,9
2020,Dekedda SC,Rajo FC,4,1,3,-3,1,1,1,5,4,2,0,0,2,0
2020,Jazeera SC,Heegan SC,0,3,-3,3,1,3,-1,3,11,0,5,5,0,1
2020,Horseed SC,Gaadiidka FC,0,1,-1,1,3,3,-1,11,9,8,4,4,8,4
2020,Mogadishu City Club,Midnimo FC,2,1,1,-1,3,3,1,11,9,4,0,0,4,1
2020,Elman FC,Raadsan FC,2,1,1,-1,1,2,1,3,8,3,1,1,3,0
2021,Heegan SC,Midnimo FC,1,0,1,-1,2,3,1,7,9,5,1,1,5,0
2021,Geeska Afrika FC,Jeenyo FC,0,0,0,0,0,0,0,0,2,0,1,1,0,1
2021,Raadsan FC,Horseed SC,1,0,1,-1,2,4,1,8,13,1,2,2,1,1
2021,Elman FC,Mogadishu City Club,0,1,-1,1,1,1,-1,3,6,2,7,7,2,9
2021,Dekedda SC,Gaadiidka FC,1,1,0,0,1,3,0,5,9,8,1,1,8,7
2021,Jeenyo FC,Heegan SC,1,2,-1,1,3,3,-1,9,11,2,7,7,2,7
2021,Midnimo FC,Horseed SC,0,2,-2,2,2,4,-1,7,13,0,5,5,0,0
2021,Geeska Afrika FC,Mogadishu City Club,0,2,-2,2,0,1,-1,0,6,0,2,2,0,0
2021,Raadsan FC,Gaadiidka FC,1,0,1,-1,2,3,1,8,9,2,1,1,2,1
2021,Elman FC,Dekedda SC,2,1,1,-1,1,3,1,3,10,7,7,7,7,3
2021,Heegan SC,Horseed SC,1,1,0,0,2,4,0,7,13,6,3,3,6,8
2021,Jeenyo FC,Mogadishu City Club,1,0,1,-1,3,1,1,9,6,4,8,8,4,4
2021,Midnimo FC,Gaadiidka FC,1,1,0,0,2,3,0,7,9,2,2,2,2,1
2021,Geeska Afrika FC,Dekedda SC,0,3,-3,3,0,3,-1,0,10,1,1,1,1,0
2021,Raadsan FC,Elman FC,1,0,1,-1,2,1,1,8,5,1,3,3,1,0
2021,Mogadishu City Club,Heegan SC,3,2,1,-1,3,3,1,11,11,6,3,3,6,8
2021,Horseed SC,Gaadiidka FC,1,3,-2,2,3,3,-1,11,9,8,4,4,8,4
2021,Jeenyo FC,Dekedda SC,0,4,-4,4,3,3,-1,9,10,4,8,8,4,4
2021,Midnimo FC,Elman FC,1,0,1,-1,2,1,1,7,5,3,0,0,3,2
2021,Geeska Afrika FC,Raadsan FC,0,2,-2,2,0,2,-1,0,8,1,4,4,1,1
2021,Heegan SC,Gaadiidka FC,3,0,3,-3,2,3,1,7,9,12,1,1,12,2
2021,Mogadishu City Club,Dekedda SC,1,0,1,-1,3,3,1,11,10,5,6,6,5,6
2021,Horseed SC,Elman FC,3,0,3,-3,3,1,1,11,5,6,6,6,6,5
2021,Jeenyo FC,Raadsan FC,1,1,0,0,3,2,0,9,8,0,0,0,0,2
2021,Midnimo FC,Geeska Afrika FC,2,1,1,-1,2,1,1,7,4,4,2,2,4,0
2021,Dekedda SC,Heegan SC,0,0,0,0,1,3,0,5,11,6,6,6,6,6
2021,Gaadiidka FC,Elman FC,0,1,-1,1,0,1,-1,1,5,4,9,9,4,2
2021,Mogadishu City Club,Raadsan FC,1,0,1,-1,3,2,1,11,8,1,1,1,1,1
2021,Horseed SC,Geeska Afrika FC,3,1,2,-2,3,1,1,11,4,2,0,0,2,0
2021,Jeenyo FC,Midnimo FC,1,0,1,-1,3,3,1,9,9,1,2,2,1,1
2021,Heegan SC,Elman FC,1,0,1,-1,2,1,1,7,5,6,6,6,6,6
2021,Dekedda SC,Raadsan FC,1,2,-1,1,1,2,-1,5,8,2,1,1,2,0
2021,Gaadiidka FC,Geeska Afrika FC,6,0,6,-6,0,1,1,1,4,2,0,0,2,0
2021,Mogadishu City Club,Midnimo FC,1,0,1,-1,3,3,1,11,9,4,0,0,4,1
2021,Horseed SC,Jeenyo FC,3,0,3,-3,3,0,1,11,2,6,7,7,6,3
2021,Raadsan FC,Heegan SC,0,0,0,0,2,3,0,8,11,1,1,1,1,1
2021,Elman FC,Geeska Afrika FC,4,0,4,-4,1,1,1,3,4,2,0,0,2,0
2021,Dekedda SC,Midnimo FC,1,2,-1,1,1,3,-1,5,9,2,1,1,2,3
2021,Gaadiidka FC,Jeenyo FC,2,2,0,0,0,0,0,1,2,6,4,4,6,4
2021,Mogadishu City Club,Horseed SC,1,1,0,0,3,4,0,11,13,8,3,3,8,7
2021,Heegan SC,Geeska Afrika FC,1,1,0,0,2,1,0,7,4,1,0,0,1,1
2021,Raadsan FC,Midnimo FC,1,0,1,-1,2,3,1,8,9,4,2,2,4,1
2021,Elman FC,Jeenyo FC,1,2,-1,1,1,0,-1,3,2,4,5,5,4,7
2021,Dekedda SC,Horseed SC,0,2,-2,2,1,4,-1,5,13,4,6,6,4,7
2021,Gaadiidka FC,Mogadishu City Club,0,1,-1,1,0,1,-1,1,6,1,12,12,1,2
2021,Heegan SC,Midnimo FC,2,1,1,-1,2,3,1,7,9,5,1,1,5,0
2021,Jeenyo FC,Geeska Afrika FC,4,2,2,-2,3,1,1,9,4,1,0,0,1,1
2021,Horseed SC,Raadsan FC,0,0,0,0,3,2,0,11,8,2,1,1,2,1
2021,Mogadishu City Club,Elman FC,2,2,0,0,3,1,0,11,5,7,2,2,7,9
2021,Gaadiidka FC,Dekedda SC,0,3,-3,3,0,3,-1,1,10,1,8,8,1,7
2021,Heegan SC,Jeenyo FC,1,1,0,0,2,0,0,7,2,7,2,2,7,7
2021,Horseed SC,Midnimo FC,5,2,3,-3,3,3,1,11,9,5,0,0,5,0
2021,Mogadishu City Club,Geeska Afrika FC,4,0,4,-4,3,1,1,11,4,2,0,0,2,0
2021,Gaadiidka FC,Raadsan FC,1,1,0,0,0,2,0,1,8,1,2,2,1,1
2021,Dekedda SC,Elman FC,1,1,0,0,1,1,0,5,5,7,7,7,7,3
2021,Horseed SC,Heegan SC,1,1,0,0,3,3,0,11,11,3,6,6,3,8
2021,Mogadishu City Club,Jeenyo FC,2,1,1,-1,3,0,1,11,2,8,4,4,8,4
2021,Gaadiidka FC,Midnimo FC,1,2,-1,1,0,3,-1,1,9,2,2,2,2,1
2021,Dekedda SC,Geeska Afrika FC,1,2,-1,1,1,1,-1,5,4,1,1,1,1,0
2021,Elman FC,Raadsan FC,3,2,1,-1,1,2,1,3,8,3,1,1,3,0
2021,Heegan SC,Mogadishu City Club,1,0,1,-1,2,1,1,7,6,3,6,6,3,8
2021,Gaadiidka FC,Horseed SC,0,5,-5,5,0,4,-1,1,13,4,8,8,4,4
2021,Dekedda SC,Jeenyo FC,3,1,2,-2,1,0,1,5,2,8,4,4,8,4
2021,Elman FC,Midnimo FC,0,2,-2,2,1,3,-1,3,9,0,3,3,0,2
2021,Raadsan FC,Geeska Afrika FC,3,0,3,-3,2,1,1,8,4,4,1,1,4,1
2021,Gaadiidka FC,Heegan SC,2,3,-1,1,0,3,-1,1,11,1,12,12,1,2
2021,Dekedda SC,Mogadishu City Club,1,1,0,0,1,1,0,5,6,6,5,5,6,6
2021,Horseed SC,Elman FC,2,0,2,-2,3,1,1,11,5,6,6,6,6,5
2021,Raadsan FC,Jeenyo FC,0,0,0,0,2,0,0,8,2,0,0,0,0,2
2021,Geeska Afrika FC,Midnimo FC,0,4,-4,4,0,3,-1,0,9,2,4,4,2,0
2021,Heegan SC,Dekedda SC,1,5,-4,4,2,3,-1,7,10,6,6,6,6,6
2021,Elman FC,Gaadiidka FC,0,2,-2,2,1,3,-1,3,9,9,4,4,9,2
2021,Raadsan FC,Mogadishu City Club,1,1,0,0,2,1,0,8,6,1,1,1,1,1
2021,Geeska Afrika FC,Horseed SC,0,4,-4,4,0,4,-1,0,13,0,2,2,0,0
2021,Midnimo FC,Jeenyo FC,1,0,1,-1,2,0,1,7,2,2,1,1,2,1
2021,Elman FC,Heegan SC,1,2,-1,1,1,3,-1,3,11,6,6,6,6,6
2021,Raadsan FC,Dekedda SC,0,2,-2,2,2,3,-1,8,10,1,2,2,1,0
2021,Geeska Afrika FC,Gaadiidka FC,1,8,-7,7,0,3,-1,0,9,0,2,2,0,0
2021,Midnimo FC,Mogadishu City Club,0,2,-2,2,2,1,-1,7,6,0,4,4,0,1
2021,Jeenyo FC,Horseed SC,1,3,-2,2,3,4,-1,9,13,7,6,6,7,3
2021,Heegan SC,Raadsan FC,0,1,-1,1,2,2,-1,7,8,1,1,1,1,1
2021,Geeska Afrika FC,Elman FC,0,5,-5,5,0,1,-1,0,5,0,2,2,0,0
2021,Midnimo FC,Dekedda SC,0,0,0,0,2,3,0,7,10,1,2,2,1,3
2021,Jeenyo FC,Gaadiidka FC,1,2,-1,1,3,3,-1,9,9,4,6,6,4,4
2021,Horseed SC,Mogadishu City Club,0,0,0,0,3,1,0,11,6,3,8,8,3,7
2021,Geeska Afrika FC,Heegan SC,0,13,-13,13,0,3,-1,0,11,0,1,1,0,1
2021,Midnimo FC,Raadsan FC,0,2,-2,2,2,2,-1,7,8,2,4,4,2,1
2021,Jeenyo FC,Elman FC,2,1,1,-1,3,1,1,9,5,5,4,4,5,7
2021,Horseed SC,Dekedda SC,1,0,1,-1,3,3,1,11,10,6,4,4,6,7
2021,Mogadishu City Club,Gaadiidka FC,4,2,2,-2,3,3,1,11,9,12,1,1,12,2
