Season,Date,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Result,Home_Last_5_Wins,Away_Last_5_Wins
2015,2015-01-16, Dekedda SC , Sahafi FC ,2,1,1,-1,Win,1,4
2015,2015-01-19, Batroolka FC , Heegan S.C ,0,4,-4,4,Loss,1,3
2015,2015-01-22, Mogadishu City Club , Elman FC ,1,1,0,0,Draw,4,2
2015,2015-01-23, Jeenyo  FC , SomaliFruit FC ,5,0,5,-5,Win,2,3
2015,2015-01-26, Horseed S.C , Sahafi FC ,2,1,1,-1,Win,1,4
2015,2015-01-27, Gaadiidka FC , Batroolka FC ,3,0,3,-3,Win,1,0
2015,2015-01-29, Dekedda SC , Mogadishu City Club ,0,2,-2,2,Loss,2,3
2015,2015-01-30, SomaliFruit FC , Heegan S.C ,1,8,-7,7,Loss,2,4
2015,2015-02-02, Elman FC , Jeenyo  FC ,1,1,0,0,Draw,2,3
2015,2015-02-05, Batroolka FC , Horseed S.C ,2,2,0,0,Draw,0,2
2015,2015-02-06, Sahafi FC , Mogadishu City Club ,0,0,0,0,Draw,3,3
2015,2015-02-19, Dekedda SC , Jeenyo  FC ,0,1,-1,1,Loss,2,3
2015,2015-02-20, Elman FC , Heegan S.C ,1,0,1,-1,Win,1,5
2015,2015-02-22, Horseed S.C , Mogadishu City Club ,0,2,-2,2,Loss,2,3
2015,2015-02-23, Batroolka FC , SomaliFruit FC ,1,2,-1,1,Loss,0,1
2015,2015-02-24, Sahafi FC , Jeenyo  FC ,0,0,0,0,Draw,2,4
2015,2015-02-26, Gaadiidka FC , Elman FC ,0,0,0,0,Draw,1,1
2015,2015-02-27, Dekedda SC , Heegan S.C ,0,2,-2,2,Loss,2,4
2015,2015-03-01, SomaliFruit FC , Horseed S.C ,2,0,2,-2,Win,1,2
2015,2015-03-03, Batroolka FC , Elman FC ,1,3,-2,2,Loss,0,1
2015,2015-03-04, Mogadishu City Club , Jeenyo  FC ,0,3,-3,3,Loss,3,3
2015,2015-03-05, Sahafi FC , Heegan S.C ,3,3,0,0,Draw,1,4
2015,2015-03-06, Gaadiidka FC , Dekedda SC ,0,1,-1,1,Loss,1,2
2015,2015-03-08, Horseed S.C , Jeenyo  FC ,0,1,-1,1,Loss,2,3
2015,2015-03-09, SomaliFruit FC , Elman FC ,0,2,-2,2,Loss,2,2
2015,2015-03-10, Mogadishu City Club , Heegan S.C ,0,0,0,0,Draw,2,3
2015,2015-03-12, Batroolka FC , Dekedda SC ,0,4,-4,4,Loss,0,2
2015,2015-03-13, Sahafi FC , Gaadiidka FC ,0,1,-1,1,Loss,0,1
2015,2015-03-19, Elman FC , Horseed S.C ,3,0,3,-3,Win,3,1
2015,2015-03-20, Heegan S.C , Jeenyo  FC ,2,0,2,-2,Win,2,3
2015,2015-03-22, Dekedda SC , SomaliFruit FC ,0,1,-1,1,Loss,2,2
2015,2015-03-23, Gaadiidka FC , Mogadishu City Club ,2,1,1,-1,Win,2,2
2015,2015-03-24, Sahafi FC , Batroolka FC ,7,0,7,-7,Win,0,0
2015,2015-03-26, Horseed S.C , Heegan S.C ,1,0,1,-1,Win,0,2
2015,2015-03-27, Dekedda SC , Elman FC ,2,0,2,-2,Win,2,4
2015,2015-03-29, Gaadiidka FC , Jeenyo  FC ,4,2,2,-2,Win,3,3
2015,2015-03-30, SomaliFruit FC , Sahafi FC ,1,4,-3,3,Loss,3,1
2015,2015-04-02, Dekedda SC , Horseed S.C ,4,0,4,-4,Win,3,1
2015,2015-04-03, Gaadiidka FC , Heegan S.C ,0,1,-1,1,Loss,3,2
2015,2015-04-05, Sahafi FC , Elman FC ,1,3,-2,2,Loss,2,3
2015,2015-04-07, Mogadishu City Club , SomaliFruit FC ,2,0,2,-2,Win,1,3
2015,2015-04-08, Batroolka FC , Jeenyo  FC ,1,8,-7,7,Loss,0,2
2015,2015-04-09, Horseed S.C , Gaadiidka FC ,1,3,-2,2,Loss,1,3
2015,2015-04-10, Sahafi FC , Dekedda SC ,1,3,-2,2,Loss,2,4
2015,2015-04-12, Heegan S.C , Batroolka FC ,4,1,3,-3,Win,2,0
2015,2015-04-13, Elman FC , Mogadishu City Club ,0,0,0,0,Draw,4,2
2015,2015-04-14, SomaliFruit FC , Jeenyo  FC ,1,1,0,0,Draw,2,3
2015,2015-04-16, Sahafi FC , Horseed S.C ,0,0,0,0,Draw,2,1
2015,2015-04-17, Batroolka FC , Gaadiidka FC ,0,0,0,0,Draw,0,4
2015,2015-04-30, Batroolka FC , Mogadishu City Club ,1,5,-4,4,Loss,0,1
2015,2015-05-13, Mogadishu City Club , Dekedda SC ,0,1,-1,1,Loss,2,4
2015,2015-05-14, Heegan S.C , SomaliFruit FC ,3,0,3,-3,Win,3,1
2015,2015-05-15, Jeenyo  FC , Elman FC ,0,0,0,0,Draw,2,3
2015,2015-05-17, Horseed S.C , Batroolka FC ,3,1,2,-2,Win,1,0
2015,2015-05-18, Mogadishu City Club , Sahafi FC ,3,0,3,-3,Win,2,2
2015,2015-05-19, SomaliFruit FC , Gaadiidka FC ,1,0,1,-1,Win,1,3
2015,2015-05-21, Jeenyo  FC , Dekedda SC ,3,0,3,-3,Win,1,4
2015,2015-05-22, Heegan S.C , Elman FC ,1,1,0,0,Draw,4,2
2015,2015-05-24, Mogadishu City Club , Horseed S.C ,5,0,5,-5,Win,3,2
2015,2015-05-25, SomaliFruit FC , Batroolka FC ,1,2,-1,1,Loss,1,0
2015,2015-05-26, Jeenyo  FC , Sahafi FC ,2,1,1,-1,Win,2,1
2015,2015-05-28, Elman FC , Gaadiidka FC ,0,2,-2,2,Loss,1,2
2015,2015-05-29, Heegan S.C , Dekedda SC ,2,0,2,-2,Win,3,4
2015,2015-05-31, Horseed S.C , SomaliFruit FC ,2,0,2,-2,Win,1,1
2015,2015-06-01, Jeenyo  FC , Mogadishu City Club ,1,2,-1,1,Loss,3,3
2015,2015-06-02, Elman FC , Batroolka FC ,4,2,2,-2,Win,1,1
2015,2015-06-04, Heegan S.C , Sahafi FC ,0,1,-1,1,Loss,4,0
2015,2015-06-05, Dekedda SC , Gaadiidka FC ,2,0,2,-2,Win,3,2
2015,2015-06-07, Jeenyo  FC , Horseed S.C ,2,1,1,-1,Win,2,2
2015,2015-06-08, Elman FC , SomaliFruit FC ,2,2,0,0,Draw,1,1
2015,2015-06-09, Heegan S.C , Mogadishu City Club ,0,2,-2,2,Loss,3,4
2015,2015-06-11, Dekedda SC , Batroolka FC ,5,1,4,-4,Win,3,1
2015,2015-06-12, Gaadiidka FC , Sahafi FC ,2,1,1,-1,Win,2,1
2015,2015-12-28, Dekedda SC , Heegan S.C ,1,0,1,-1,Win,3,2
2015,2015-12-29, Mogadishu City Club , Waxool FC ,1,0,1,-1,Win,4,3
2015,2015-12-30, Jeenyo  FC , Horseed S.C ,1,1,0,0,Draw,3,2
2015,2015-12-31, Gaadiidka FC , Sahafi FC ,1,1,0,0,Draw,2,1
2016,2016-01-01, Elman FC , Badbaado FC ,1,1,0,0,Draw,1,2
2016,2016-01-04, Waxool FC , Dekedda SC ,0,0,0,0,Draw,3,3
2016,2016-01-05, Heegan S.C , Horseed S.C ,2,2,0,0,Draw,1,2
2016,2016-01-06, Mogadishu City Club , Sahafi FC ,1,0,1,-1,Win,5,1
2016,2016-01-07, Jeenyo  FC , Badbaado FC ,4,1,3,-3,Win,3,1
2016,2016-01-08, Gaadiidka FC , Elman FC ,0,1,-1,1,Loss,2,1
2016,2016-01-11, Dekedda SC , Horseed S.C ,2,0,2,-2,Win,3,1
2016,2016-01-12, Waxool FC , Sahafi FC ,2,1,1,-1,Win,3,1
2016,2016-01-13, Heegan S.C , Badbaado FC ,1,0,1,-1,Win,1,1
2016,2016-01-14, Mogadishu City Club , Elman FC ,2,1,1,-1,Win,5,2
2016,2016-01-15, Jeenyo  FC , Gaadiidka FC ,1,1,0,0,Draw,3,2
2016,2016-01-18, Sahafi FC , Dekedda SC ,1,4,-3,3,Loss,1,4
2016,2016-01-19, Horseed S.C , Badbaado FC ,2,0,2,-2,Win,1,1
2016,2016-01-20, Waxool FC , Elman FC ,0,4,-4,4,Loss,3,2
2016,2016-01-21, Heegan S.C , Gaadiidka FC ,0,1,-1,1,Loss,1,1
2016,2016-01-22, Mogadishu City Club , Jeenyo  FC ,2,0,2,-2,Win,5,2
2016,2016-01-25, Dekedda SC , Badbaado FC ,2,2,0,0,Draw,4,0
2016,2016-01-26, Sahafi FC , Elman FC ,2,0,2,-2,Win,0,2
2016,2016-01-27, Horseed S.C , Gaadiidka FC ,0,2,-2,2,Loss,1,2
2016,2016-01-28, Waxool FC , Jeenyo  FC ,1,2,-1,1,Loss,2,2
2016,2016-01-29, Heegan S.C , Mogadishu City Club ,0,0,0,0,Draw,1,5
2016,2016-02-01, Elman FC , Dekedda SC ,0,1,-1,1,Loss,2,3
2016,2016-02-02, Badbaado FC , Gaadiidka FC ,0,2,-2,2,Loss,0,2
2016,2016-02-03, Sahafi FC , Jeenyo  FC ,1,3,-2,2,Loss,1,2
2016,2016-02-04, Horseed S.C , Mogadishu City Club ,0,0,0,0,Draw,1,4
2016,2016-02-05, Waxool FC , Heegan S.C ,0,2,-2,2,Loss,1,1
2016,2016-02-08, Dekedda SC , Gaadiidka FC ,1,1,0,0,Draw,3,3
2016,2016-02-09, Elman FC , Jeenyo  FC ,1,1,0,0,Draw,2,3
2016,2016-02-10, Badbaado FC , Mogadishu City Club ,0,6,-6,6,Loss,0,3
2016,2016-02-11, Sahafi FC , Heegan S.C ,0,2,-2,2,Loss,1,2
2016,2016-02-12, Horseed S.C , Waxool FC ,3,1,2,-2,Win,1,1
2016,2016-02-15, Jeenyo  FC , Dekedda SC ,3,1,2,-2,Win,2,3
2016,2016-02-16, Gaadiidka FC , Mogadishu City Club ,0,2,-2,2,Loss,3,3
2016,2016-02-17, Elman FC , Heegan S.C ,1,1,0,0,Draw,1,3
2016,2016-02-18, Badbaado FC , Waxool FC ,1,4,-3,3,Loss,0,1
2016,2016-02-19, Sahafi FC , Horseed S.C ,2,3,-1,1,Loss,1,2
2016,2016-02-22, Dekedda SC , Mogadishu City Club ,1,1,0,0,Draw,2,3
2016,2016-02-23, Jeenyo  FC , Heegan S.C ,2,2,0,0,Draw,3,2
2016,2016-02-24, Gaadiidka FC , Waxool FC ,2,1,1,-1,Win,3,1
2016,2016-02-25, Elman FC , Horseed S.C ,0,3,-3,3,Loss,1,3
2016,2016-02-26, Badbaado FC , Sahafi FC ,2,3,-1,1,Loss,0,1
2016,2016-03-03, Heegan S.C , Dekedda SC ,3,0,3,-3,Win,2,1
2016,2016-03-04, Waxool FC , Mogadishu City Club ,1,2,-1,1,Loss,1,2
2016,2016-03-07, Horseed S.C , Jeenyo  FC ,1,3,-2,2,Loss,3,3
2016,2016-03-08, Sahafi FC , Gaadiidka FC ,1,1,0,0,Draw,2,3
2016,2016-03-09, Badbaado FC , Elman FC ,1,2,-1,1,Loss,0,0
2016,2016-03-10, Dekedda SC , Waxool FC ,2,1,1,-1,Win,1,1
2016,2016-03-11, Horseed S.C , Heegan S.C ,1,2,-1,1,Loss,3,3
2016,2016-03-14, Sahafi FC , Mogadishu City Club ,0,6,-6,6,Loss,1,3
2016,2016-03-15, Badbaado FC , Jeenyo  FC ,0,7,-7,7,Loss,0,3
2016,2016-03-16, Elman FC , Gaadiidka FC ,0,1,-1,1,Loss,1,2
2016,2016-03-17, Horseed S.C , Dekedda SC ,2,2,0,0,Draw,3,1
2016,2016-03-18, Sahafi FC , Waxool FC ,1,1,0,0,Draw,1,1
2016,2016-03-21, Badbaado FC , Heegan S.C ,1,8,-7,7,Loss,0,3
2016,2016-03-22, Elman FC , Mogadishu City Club ,1,1,0,0,Draw,1,4
2016,2016-03-23, Gaadiidka FC , Jeenyo  FC ,1,2,-1,1,Loss,2,3
2016,2016-03-24, Dekedda SC , Sahafi FC ,4,1,3,-3,Win,1,1
2016,2016-03-25, Badbaado FC , Horseed S.C ,2,3,-1,1,Loss,0,2
2016,2016-03-28, Elman FC , Waxool FC ,3,0,3,-3,Win,1,1
2016,2016-03-29, Gaadiidka FC , Heegan S.C ,0,0,0,0,Draw,2,3
2016,2016-04-08, Jeenyo  FC , Mogadishu City Club ,2,3,-1,1,Loss,4,3
2016,2016-04-11, Badbaado FC , Dekedda SC ,0,2,-2,2,Loss,0,2
2016,2016-04-12, Elman FC , Sahafi FC ,2,1,1,-1,Win,2,1
2016,2016-04-13, Gaadiidka FC , Horseed S.C ,0,0,0,0,Draw,2,2
2016,2016-04-14, Jeenyo  FC , Waxool FC ,4,1,3,-3,Win,3,0
2016,2016-04-15, Mogadishu City Club , Heegan S.C ,1,1,0,0,Draw,3,3
2016,2016-04-26, Dekedda SC , Elman FC ,3,0,3,-3,Win,3,3
2016,2016-04-27, Gaadiidka FC , Badbaado FC ,2,0,2,-2,Win,1,0
2016,2016-04-28, Jeenyo  FC , Sahafi FC ,1,0,1,-1,Win,4,0
2016,2016-04-29, Mogadishu City Club , Horseed S.C ,2,0,2,-2,Win,3,1
2016,2016-04-30, Heegan S.C , Waxool FC ,4,1,3,-3,Win,3,0
2016,2016-05-01, Gaadiidka FC , Dekedda SC ,0,1,-1,1,Loss,2,4
2016,2016-05-02, Jeenyo  FC , Elman FC ,0,0,0,0,Draw,4,2
2016,2016-05-03, Mogadishu City Club , Badbaado FC ,4,0,4,-4,Win,3,0
2016,2016-05-04, Heegan S.C , Sahafi FC ,2,2,0,0,Draw,3,0
2016,2016-05-05, Waxool FC , Horseed S.C ,2,1,1,-1,Win,0,1
2016,2016-05-06, Dekedda SC , Jeenyo  FC ,1,0,1,-1,Win,4,3
2016,2016-05-07, Mogadishu City Club , Gaadiidka FC ,2,1,1,-1,Win,3,1
2016,2016-05-08, Heegan S.C , Elman FC ,0,0,0,0,Draw,2,2
2016,2016-05-09, Waxool FC , Badbaado FC ,1,1,0,0,Draw,1,0
2016,2016-05-10, Horseed S.C , Sahafi FC ,2,1,1,-1,Win,1,0
2016,2016-05-11, Mogadishu City Club , Dekedda SC ,0,0,0,0,Draw,4,5
2016,2016-05-12, Heegan S.C , Jeenyo  FC ,1,1,0,0,Draw,1,2
2016,2016-05-13, Waxool FC , Gaadiidka FC ,3,2,1,-1,Win,1,1
2016,2016-05-14, Horseed S.C , Elman FC ,2,0,2,-2,Win,2,2
2016,2016-05-15, Sahafi FC , Badbaado FC ,12,1,11,-11,Win,0,0
2016,2016-11-18, Heegan S.C , Elman FC ,0,2,-2,2,Loss,1,1
2016,2016-11-20, Gaadiidka FC , Jeenyo  FC ,2,2,0,0,Draw,1,2
2016,2016-11-21, Jazeera SC , Mogadishu City Club ,1,3,-2,2,Loss,3,3
2016,2016-11-22, Bariga Dhexe , Dekedda SC ,1,3,-2,2,Loss,4,4
2016,2016-11-23, Horseed S.C , Waxool FC ,2,1,1,-1,Win,2,2
2016,2016-11-24, Jeenyo  FC , Heegan S.C ,1,1,0,0,Draw,1,1
2016,2016-11-25, Elman FC , Mogadishu City Club ,1,2,-1,1,Loss,1,4
2016,2016-11-26, Gaadiidka FC , Dekedda SC ,1,1,0,0,Draw,1,4
2016,2016-11-29, Jazeera SC , Waxool FC ,1,4,-3,3,Loss,3,2
2016,2016-11-29, Bariga Dhexe , Horseed S.C ,1,1,0,0,Draw,3,3
2017,2017-02-13, Heegan S.C , Mogadishu City Club ,0,0,0,0,Draw,0,4
2017,2017-02-13, Jeenyo  FC , Dekedda SC ,2,2,0,0,Draw,0,3
2017,2017-02-14, Elman FC , Waxool FC ,5,2,3,-3,Win,1,3
2017,2017-02-14, Gaadiidka FC , Horseed S.C ,1,1,0,0,Draw,0,3
2017,2017-02-16, Jazeera SC , Bariga Dhexe ,0,2,-2,2,Loss,2,2
2017,2017-02-16, Dekedda SC , Heegan S.C ,1,1,0,0,Draw,2,0
2017,2017-02-17, Mogadishu City Club , Waxool FC ,3,0,3,-3,Win,3,2
2017,2017-02-17, Jeenyo  FC , Horseed S.C ,1,0,1,-1,Win,0,3
2017,2017-02-20, Gaadiidka FC , Jazeera SC ,7,0,7,-7,Win,0,1
2017,2017-02-20, Elman FC , Bariga Dhexe ,4,0,4,-4,Win,2,2
2017,2017-02-21, Heegan S.C , Waxool FC ,2,0,2,-2,Win,0,2
2017,2017-02-21, Dekedda SC , Horseed S.C ,1,2,-1,1,Loss,1,2
2017,2017-02-23, Mogadishu City Club , Bariga Dhexe ,5,1,4,-4,Win,3,1
2017,2017-02-23, Jeenyo  FC , Jazeera SC ,2,2,0,0,Draw,1,0
2017,2017-02-24, Horseed S.C , Heegan S.C ,2,1,1,-1,Win,2,1
2017,2017-02-24, Elman FC , Gaadiidka FC ,3,1,2,-2,Win,3,1
2017,2017-02-27, Dekedda SC , Jazeera SC ,6,0,6,-6,Win,1,0
2017,2017-02-27, Waxool FC , Bariga Dhexe ,0,1,-1,1,Loss,1,1
2017,2017-02-28, Mogadishu City Club , Gaadiidka FC ,2,1,1,-1,Win,4,1
2017,2017-02-28, Jeenyo  FC , Elman FC ,1,1,0,0,Draw,1,4
2017,2017-03-02, Horseed S.C , Jazeera SC ,2,0,2,-2,Win,2,0
2017,2017-03-02, Heegan S.C , Bariga Dhexe ,1,2,-1,1,Loss,1,2
2017,2017-03-03, Dekedda SC , Elman FC ,0,0,0,0,Draw,1,3
2017,2017-03-03, Waxool FC , Gaadiidka FC ,0,4,-4,4,Loss,1,1
2017,2017-03-06, Mogadishu City Club , Jeenyo  FC ,2,2,0,0,Draw,4,1
2017,2017-03-06, Jazeera SC , Heegan S.C ,1,2,-1,1,Loss,0,1
2017,2017-03-07, Bariga Dhexe , Gaadiidka FC ,0,6,-6,6,Loss,3,2
2017,2017-03-07, Horseed S.C , Elman FC ,1,1,0,0,Draw,3,3
2017,2017-03-09, Waxool FC , Jeenyo  FC ,0,5,-5,5,Loss,0,1
2017,2017-03-09, Dekedda SC , Mogadishu City Club ,1,0,1,-1,Win,1,3
2017,2017-03-10, Jazeera SC , Elman FC ,0,7,-7,7,Loss,0,2
2017,2017-03-10, Heegan S.C , Gaadiidka FC ,1,0,1,-1,Win,2,3
2017,2017-03-13, Bariga Dhexe , Jeenyo  FC ,1,5,-4,4,Loss,2,2
2017,2017-03-13, Horseed S.C , Mogadishu City Club ,0,3,-3,3,Loss,3,3
2017,2017-03-14, Waxool FC , Dekedda SC ,1,7,-6,6,Loss,0,2
2017,2017-03-20, Elman FC , Heegan S.C ,0,0,0,0,Draw,2,3
2017,2017-03-20, Jeenyo  FC , Gaadiidka FC ,1,1,0,0,Draw,2,2
2017,2017-03-21, Mogadishu City Club , Jazeera SC ,3,1,2,-2,Win,3,0
2017,2017-03-21, Dekedda SC , Bariga Dhexe ,3,0,3,-3,Win,3,2
2017,2017-03-23, Waxool FC , Horseed S.C ,0,0,0,0,Draw,0,3
2017,2017-03-23, Dekedda SC , Gaadiidka FC ,2,1,1,-1,Win,4,2
2017,2017-03-23, Heegan S.C , Jeenyo  FC ,4,3,1,-1,Win,2,2
2017,2017-03-23, Mogadishu City Club , Elman FC ,0,1,-1,1,Loss,3,1
2017,2017-03-27, Horseed S.C , Bariga Dhexe ,0,0,0,0,Draw,2,2
2017,2017-03-27, Waxool FC , Jazeera SC ,1,2,-1,1,Loss,0,0
2017,2017-03-27, Mogadishu City Club , Heegan S.C ,0,1,-1,1,Loss,2,3
2017,2017-03-27, Dekedda SC , Jeenyo  FC ,4,0,4,-4,Win,4,2
2017,2017-03-30, Waxool FC , Elman FC ,0,2,-2,2,Loss,0,2
2017,2017-03-30, Horseed S.C , Gaadiidka FC ,2,1,1,-1,Win,1,2
2017,2017-03-31, Bariga Dhexe , Jazeera SC ,0,1,-1,1,Loss,1,1
2017,2017-05-08, Heegan S.C , Dekedda SC ,0,2,-2,2,Loss,4,5
2017,2017-05-09, Waxool FC , Mogadishu City Club ,2,1,1,-1,Win,0,2
2017,2017-05-11, Horseed S.C , Jeenyo  FC ,1,0,1,-1,Win,1,2
2017,2017-05-12, Bariga Dhexe , Elman FC ,0,6,-6,6,Loss,0,3
2017,2017-05-14, Jazeera SC , Gaadiidka FC ,1,6,-5,5,Loss,2,1
2017,2017-05-15, Waxool FC , Heegan S.C ,0,2,-2,2,Loss,1,3
2017,2017-05-16, Horseed S.C , Dekedda SC ,1,1,0,0,Draw,2,5
2017,2017-05-18, Bariga Dhexe , Mogadishu City Club ,1,4,-3,3,Loss,0,2
2017,2017-05-19, Jazeera SC , Jeenyo  FC ,1,3,-2,2,Loss,2,1
2017,2017-05-21, Gaadiidka FC , Elman FC ,3,0,3,-3,Win,1,4
2017,2017-07-06, Heegan S.C , Horseed S.C ,1,1,0,0,Draw,3,2
2017,2017-07-07, Bariga Dhexe , Waxool FC ,0,2,-2,2,Loss,0,1
2017,2017-07-10, Jazeera SC , Dekedda SC ,0,1,-1,1,Loss,2,4
2017,2017-07-11, Gaadiidka FC , Mogadishu City Club ,0,0,0,0,Draw,2,2
2017,2017-07-12, Elman FC , Jeenyo  FC ,0,1,-1,1,Loss,3,1
2017,2017-07-13, Bariga Dhexe , Heegan S.C ,0,4,-4,4,Loss,0,3
2017,2017-07-14, Jazeera SC , Horseed S.C ,1,3,-2,2,Loss,2,2
2017,2017-07-17, Gaadiidka FC , Waxool FC ,1,1,0,0,Draw,2,2
2017,2017-07-18, Elman FC , Dekedda SC ,0,2,-2,2,Loss,3,4
2017,2017-07-19, Jeenyo  FC , Mogadishu City Club ,0,3,-3,3,Loss,2,1
2017,2017-07-20, Heegan S.C , Jazeera SC ,2,0,2,-2,Win,3,1
2017,2017-07-21, Gaadiidka FC , Bariga Dhexe ,2,0,2,-2,Win,2,0
2017,2017-07-24, Elman FC , Horseed S.C ,1,1,0,0,Draw,2,3
2017,2017-07-25, Jeenyo  FC , Waxool FC ,0,0,0,0,Draw,2,2
2017,2017-07-26, Mogadishu City Club , Dekedda SC ,1,1,0,0,Draw,2,4
2017,2017-07-27, Gaadiidka FC , Heegan S.C ,2,3,-1,1,Loss,3,3
2017,2017-07-28, Elman FC , Jazeera SC ,4,0,4,-4,Win,1,0
2017,2017-07-31, Jeenyo  FC , Bariga Dhexe ,1,0,1,-1,Win,2,0
2017,2017-08-01, Mogadishu City Club , Horseed S.C ,1,0,1,-1,Win,2,2
2017,2017-08-02, Dekedda SC , Waxool FC ,2,0,2,-2,Win,3,2
2018,2018-01-22, Dekedda SC , Waxool FC ,1,0,1,-1,Win,3,1
2018,2018-01-23, Batroolka FC , Gaadiidka FC ,0,0,0,0,Draw,1,2
2018,2018-01-24, Heegan S.C , Elman FC ,4,1,3,-3,Win,4,1
2018,2018-01-25, Madbacadda FC , Jeenyo  FC ,1,1,0,0,Draw,1,3
2018,2018-01-26, Horseed S.C , Mogadishu City Club ,1,0,1,-1,Win,1,3
2018,2018-01-29, Gaadiidka FC , Dekedda SC ,1,1,0,0,Draw,1,4
2018,2018-01-30, Waxool FC , Elman FC ,0,4,-4,4,Loss,1,1
2018,2018-01-31, Batroolka FC , Jeenyo  FC ,0,0,0,0,Draw,1,2
2018,2018-02-01, Heegan S.C , Mogadishu City Club ,1,1,0,0,Draw,4,2
2018,2018-02-02, Madbacadda FC , Horseed S.C ,0,0,0,0,Draw,1,2
2018,2018-02-05, Dekedda SC , Elman FC ,1,0,1,-1,Win,3,2
2018,2018-02-06, Gaadiidka FC , Jeenyo  FC ,0,1,-1,1,Loss,1,1
2018,2018-02-07, Waxool FC , Mogadishu City Club ,1,4,-3,3,Loss,0,2
2018,2018-02-08, Batroolka FC , Horseed S.C ,1,5,-4,4,Loss,1,2
2018,2018-02-09, Heegan S.C , Madbacadda FC ,0,0,0,0,Draw,4,1
2018,2018-02-12, Jeenyo  FC , Dekedda SC ,0,2,-2,2,Loss,2,3
2018,2018-02-13, Elman FC , Mogadishu City Club ,2,6,-4,4,Loss,2,2
2018,2018-02-14, Gaadiidka FC , Horseed S.C ,1,3,-2,2,Loss,1,2
2018,2018-02-15, Waxool FC , Madbacadda FC ,0,1,-1,1,Loss,0,1
2018,2018-02-16, Batroolka FC , Heegan S.C ,1,2,-1,1,Loss,0,3
2018,2018-02-19, Dekedda SC , Mogadishu City Club ,1,0,1,-1,Win,4,3
2018,2018-02-20, Jeenyo  FC , Horseed S.C ,0,2,-2,2,Loss,2,3
2018,2018-02-21, Elman FC , Madbacadda FC ,5,1,4,-4,Win,2,2
2018,2018-02-22, Gaadiidka FC , Heegan S.C ,1,2,-1,1,Loss,0,3
2018,2018-02-23, Waxool FC , Batroolka FC ,2,2,0,0,Draw,0,0
2018,2018-02-26, Horseed S.C , Dekedda SC ,0,0,0,0,Draw,4,4
2018,2018-02-27, Mogadishu City Club , Madbacadda FC ,2,0,2,-2,Win,2,1
2018,2018-02-28, Jeenyo  FC , Heegan S.C ,1,0,1,-1,Win,1,3
2018,2018-03-01, Elman FC , Batroolka FC ,1,4,-3,3,Loss,2,0
2018,2018-03-02, Gaadiidka FC , Waxool FC ,1,1,0,0,Draw,0,0
2018,2018-03-05, Dekedda SC , Madbacadda FC ,7,1,6,-6,Win,3,1
2018,2018-03-06, Horseed S.C , Heegan S.C ,0,0,0,0,Draw,3,2
2018,2018-03-07, Mogadishu City Club , Batroolka FC ,1,1,0,0,Draw,3,1
2018,2018-03-08, Jeenyo  FC , Waxool FC ,0,1,-1,1,Loss,2,0
2018,2018-03-09, Elman FC , Gaadiidka FC ,3,0,3,-3,Win,2,0
2018,2018-03-09, Elman FC , Gaadiidka FC ,3,0,3,-3,Win,2,0
2018,2018-03-12, Heegan S.C , Dekedda SC ,0,0,0,0,Draw,2,4
2018,2018-03-13, Madbacadda FC , Batroolka FC ,0,0,0,0,Draw,1,1
2018,2018-03-14, Horseed S.C , Waxool FC ,3,0,3,-3,Win,3,1
2018,2018-03-15, Mogadishu City Club , Gaadiidka FC ,3,0,3,-3,Win,3,0
2018,2018-03-16, Jeenyo  FC , Elman FC ,2,2,0,0,Draw,2,3
