Season,Home_Team,Away_Team,Home_Score,Away_Score,Home_Goal_Diff,Away_Goal_Diff,Home_Last_5_Wins,Away_Last_5_Wins,H2H_Home_Wins,H2H_Home_Losses,H2H_Away_Wins,H2H_Away_Losses,H2H_Draws,Result_Encoded,Home_Form,Away_Form
2016, Mogadishu City Club , Horseed S.C ,2,0,2,-2,3,1,2,0,0,2,3,1,11.0,13.0
2016, Heegan S.C , Waxool FC ,4,1,3,-3,3,0,0,0,0,0,0,1,7.0,6.0
2016, Gaadiidka FC , Dekedda SC ,0,1,-1,1,2,4,0,1,1,0,3,-1,1.0,10.0
2016, Jeenyo  FC , Elman FC ,0,0,0,0,4,2,0,0,0,0,4,0,9.0,5.0
2016, Mogadishu City Club , Badbaado FC ,4,0,4,-4,3,0,0,0,0,0,1,1,11.0,2.0
2016, Heegan S.C , Sahafi FC ,2,2,0,0,3,0,1,0,0,1,1,0,7.0,1.0
2016, Waxool FC , Horseed S.C ,2,1,1,-1,0,1,0,1,1,0,0,1,0.0,13.0
2016, Dekedda SC , Jeenyo  FC ,1,0,1,-1,4,3,0,2,2,0,3,1,5.0,2.0
2016, Mogadishu City Club , Gaadiidka FC ,2,1,1,-1,3,1,1,1,1,1,1,1,11.0,9.0
2016, Heegan S.C , Elman FC ,0,0,0,0,2,2,0,1,1,0,3,0,7.0,5.0
2016, Waxool FC , Badbaado FC ,1,1,0,0,1,0,0,0,0,0,0,0,0.0,2.0
2016, Horseed S.C , Sahafi FC ,2,1,1,-1,1,0,1,0,0,1,3,1,11.0,1.0
2016, Mogadishu City Club , Dekedda SC ,0,0,0,0,4,5,1,0,0,1,2,0,11.0,10.0
2016, Heegan S.C , Jeenyo  FC ,1,1,0,0,1,2,1,0,0,1,3,0,7.0,2.0
2016, Waxool FC , Gaadiidka FC ,3,2,1,-1,1,1,0,1,1,0,0,1,0.0,9.0
2016, Horseed S.C , Elman FC ,2,0,2,-2,2,2,0,2,2,0,2,1,11.0,5.0
2016, Sahafi FC , Badbaado FC ,12,1,11,-11,0,0,2,0,0,2,0,1,5.0,2.0
2016, Heegan S.C , Elman FC ,0,2,-2,2,1,1,0,1,1,0,4,-1,7.0,5.0
2016, Gaadiidka FC , Jeenyo  FC ,2,2,0,0,1,2,2,2,2,2,1,0,1.0,2.0
2016, Jazeera SC , Mogadishu City Club ,1,3,-2,2,3,3,0,0,0,0,0,-1,3.0,6.0
2016, Bariga Dhexe , Dekedda SC ,1,3,-2,2,4,4,0,0,0,0,0,-1,0.0,10.0
2016, Horseed S.C , Waxool FC ,2,1,1,-1,2,2,1,1,1,1,0,1,11.0,6.0
2016, Jeenyo  FC , Heegan S.C ,1,1,0,0,1,1,0,1,1,0,4,0,9.0,11.0
2016, Elman FC , Mogadishu City Club ,1,2,-1,1,1,4,0,1,1,0,5,-1,3.0,6.0
2016, Gaadiidka FC , Dekedda SC ,1,1,0,0,1,4,0,1,1,0,3,0,1.0,10.0
2016, Jazeera SC , Waxool FC ,1,4,-3,3,3,2,0,0,0,0,1,-1,3.0,6.0
2016, Bariga Dhexe , Horseed S.C ,1,1,0,0,3,3,0,0,0,0,0,0,0.0,13.0
2017, Heegan S.C , Mogadishu City Club ,0,0,0,0,0,4,1,1,1,1,4,0,7.0,6.0
2017, Jeenyo  FC , Dekedda SC ,2,2,0,0,0,3,2,1,1,2,3,0,9.0,10.0
2017, Elman FC , Waxool FC ,5,2,3,-3,1,3,1,0,0,1,0,1,3.0,6.0
2017, Gaadiidka FC , Horseed S.C ,1,1,0,0,0,3,0,1,1,0,2,0,1.0,13.0
2017, Jazeera SC , Bariga Dhexe ,0,2,-2,2,2,2,0,1,1,0,0,-1,3.0,4.0
2017, Dekedda SC , Heegan S.C ,1,1,0,0,2,0,1,2,2,1,1,0,5.0,11.0
2017, Mogadishu City Club , Waxool FC ,3,0,3,-3,3,2,1,0,0,1,0,1,11.0,6.0
2017, Jeenyo  FC , Horseed S.C ,1,0,1,-1,0,3,2,0,0,2,2,1,9.0,13.0
2017, Gaadiidka FC , Jazeera SC ,7,0,7,-7,0,1,0,0,0,0,0,1,1.0,1.0
2017, Elman FC , Bariga Dhexe ,4,0,4,-4,2,2,0,0,0,0,0,1,3.0,4.0
2017, Heegan S.C , Waxool FC ,2,0,2,-2,0,2,1,0,0,1,0,1,7.0,6.0
2017, Dekedda SC , Horseed S.C ,1,2,-1,1,1,2,2,1,1,2,2,-1,5.0,13.0
2017, Mogadishu City Club , Bariga Dhexe ,5,1,4,-4,3,1,0,0,0,0,0,1,11.0,4.0
2017, Jeenyo  FC , Jazeera SC ,2,2,0,0,1,0,0,0,0,0,0,0,9.0,1.0
2017, Horseed S.C , Heegan S.C ,2,1,1,-1,2,1,1,3,3,1,3,1,11.0,11.0
2017, Elman FC , Gaadiidka FC ,3,1,2,-2,3,1,1,0,0,1,1,1,3.0,9.0
2017, Dekedda SC , Jazeera SC ,6,0,6,-6,1,0,0,0,0,0,0,1,5.0,1.0
2017, Waxool FC , Bariga Dhexe ,0,1,-1,1,1,1,1,0,0,1,1,-1,0.0,4.0
2017, Mogadishu City Club , Gaadiidka FC ,2,1,1,-1,4,1,2,1,1,2,1,1,11.0,9.0
2017, Jeenyo  FC , Elman FC ,1,1,0,0,1,4,0,0,0,0,5,0,9.0,5.0
2017, Horseed S.C , Jazeera SC ,2,0,2,-2,2,0,0,0,0,0,0,1,11.0,1.0
2017, Heegan S.C , Bariga Dhexe ,1,2,-1,1,1,2,0,0,0,0,0,-1,7.0,4.0
2017, Dekedda SC , Elman FC ,0,0,0,0,1,3,2,2,2,2,1,0,5.0,5.0
2017, Waxool FC , Gaadiidka FC ,0,4,-4,4,1,1,1,1,1,1,0,-1,0.0,9.0
2017, Mogadishu City Club , Jeenyo  FC ,2,2,0,0,4,1,1,1,1,1,3,0,11.0,2.0
2017, Jazeera SC , Heegan S.C ,1,2,-1,1,0,1,0,0,0,0,0,-1,3.0,11.0
2017, Bariga Dhexe , Gaadiidka FC ,0,6,-6,6,3,2,0,0,0,0,0,-1,0.0,9.0
2017, Horseed S.C , Elman FC ,1,1,0,0,3,3,1,2,2,1,2,0,11.0,5.0
2017, Waxool FC , Jeenyo  FC ,0,5,-5,5,0,1,0,1,1,0,0,-1,0.0,2.0
2017, Dekedda SC , Mogadishu City Club ,1,0,1,-1,1,3,0,1,1,0,3,1,5.0,6.0
2017, Jazeera SC , Elman FC ,0,7,-7,7,0,2,0,0,0,0,0,-1,3.0,5.0
2017, Heegan S.C , Gaadiidka FC ,1,0,1,-1,2,3,2,0,0,2,1,1,7.0,9.0
2017, Bariga Dhexe , Jeenyo  FC ,1,5,-4,4,2,2,0,0,0,0,0,-1,0.0,2.0
2017, Horseed S.C , Mogadishu City Club ,0,3,-3,3,3,3,0,3,3,0,3,-1,11.0,6.0
2017, Waxool FC , Dekedda SC ,1,7,-6,6,0,2,0,1,1,0,1,-1,0.0,10.0
2017, Elman FC , Heegan S.C ,0,0,0,0,2,3,1,0,0,1,4,0,3.0,11.0
2017, Jeenyo  FC , Gaadiidka FC ,1,1,0,0,2,2,2,2,2,2,2,0,9.0,9.0
2017, Mogadishu City Club , Jazeera SC ,3,1,2,-2,3,0,0,0,0,0,0,1,11.0,1.0
2017, Dekedda SC , Bariga Dhexe ,3,0,3,-3,3,2,0,0,0,0,0,1,5.0,4.0
2017, Waxool FC , Horseed S.C ,0,0,0,0,0,3,1,2,2,1,0,0,0.0,13.0
2017, Dekedda SC , Gaadiidka FC ,2,1,1,-1,4,2,1,0,0,1,4,1,5.0,9.0
2017, Heegan S.C , Jeenyo  FC ,4,3,1,-1,2,2,1,0,0,1,5,1,7.0,2.0
2017, Mogadishu City Club , Elman FC ,0,1,-1,1,3,1,1,0,0,1,5,-1,11.0,5.0
2017, Horseed S.C , Bariga Dhexe ,0,0,0,0,2,2,0,0,0,0,1,0,11.0,4.0
2017, Waxool FC , Jazeera SC ,1,2,-1,1,0,0,0,0,0,0,1,-1,0.0,1.0
2017, Mogadishu City Club , Heegan S.C ,0,1,-1,1,2,3,1,1,1,1,5,-1,11.0,11.0
2017, Dekedda SC , Jeenyo  FC ,4,0,4,-4,4,2,1,2,2,1,4,1,5.0,2.0
2017, Waxool FC , Elman FC ,0,2,-2,2,0,2,0,2,2,0,0,-1,0.0,5.0
2017, Horseed S.C , Gaadiidka FC ,2,1,1,-1,1,2,1,0,0,1,3,1,11.0,9.0
2017, Bariga Dhexe , Jazeera SC ,0,1,-1,1,1,1,1,0,0,1,0,-1,0.0,1.0
2017, Heegan S.C , Dekedda SC ,0,2,-2,2,4,5,2,1,1,2,2,-1,7.0,10.0
2017, Waxool FC , Mogadishu City Club ,2,1,1,-1,0,2,0,2,2,0,0,1,0.0,6.0
2017, Horseed S.C , Jeenyo  FC ,1,0,1,-1,1,2,0,3,3,0,2,1,11.0,2.0
2017, Bariga Dhexe , Elman FC ,0,6,-6,6,0,3,0,1,1,0,0,-1,0.0,5.0
2017, Jazeera SC , Gaadiidka FC ,1,6,-5,5,2,1,0,1,1,0,0,-1,3.0,9.0
2017, Waxool FC , Heegan S.C ,0,2,-2,2,1,3,0,2,2,0,0,-1,0.0,11.0
2017, Horseed S.C , Dekedda SC ,1,1,0,0,2,5,1,2,2,1,2,0,11.0,10.0
2017, Bariga Dhexe , Mogadishu City Club ,1,4,-3,3,0,2,0,1,1,0,0,-1,0.0,6.0
2017, Jazeera SC , Jeenyo  FC ,1,3,-2,2,2,1,0,0,0,0,1,-1,3.0,2.0
2017, Gaadiidka FC , Elman FC ,3,0,3,-3,1,4,0,2,2,0,1,1,1.0,5.0
2017, Heegan S.C , Horseed S.C ,1,1,0,0,3,2,3,2,2,3,3,0,7.0,13.0
2017, Bariga Dhexe , Waxool FC ,0,2,-2,2,0,1,0,1,1,0,1,-1,0.0,6.0
2017, Jazeera SC , Dekedda SC ,0,1,-1,1,2,4,0,1,1,0,0,-1,3.0,10.0
2017, Gaadiidka FC , Mogadishu City Club ,0,0,0,0,2,2,1,3,3,1,1,0,1.0,6.0
2017, Elman FC , Jeenyo  FC ,0,1,-1,1,3,1,0,0,0,0,6,-1,3.0,2.0
2017, Bariga Dhexe , Heegan S.C ,0,4,-4,4,0,3,0,0,0,0,0,-1,0.0,11.0
2017, Jazeera SC , Horseed S.C ,1,3,-2,2,2,2,0,1,1,0,0,-1,3.0,13.0
2017, Gaadiidka FC , Waxool FC ,1,1,0,0,2,2,1,1,1,1,0,0,1.0,6.0
2017, Elman FC , Dekedda SC ,0,2,-2,2,3,4,2,2,2,2,2,-1,3.0,10.0
2017, Jeenyo  FC , Mogadishu City Club ,0,3,-3,3,2,1,1,1,1,1,4,-1,9.0,6.0
2017, Heegan S.C , Jazeera SC ,2,0,2,-2,3,1,0,0,0,0,0,1,7.0,1.0
2017, Gaadiidka FC , Bariga Dhexe ,2,0,2,-2,2,0,0,0,0,0,0,1,1.0,4.0
2017, Elman FC , Horseed S.C ,1,1,0,0,2,3,2,1,1,2,3,0,3.0,13.0
2017, Jeenyo  FC , Waxool FC ,0,0,0,0,2,2,1,0,0,1,0,0,9.0,6.0
2017, Mogadishu City Club , Dekedda SC ,1,1,0,0,2,4,1,1,1,1,3,0,11.0,10.0
2017, Gaadiidka FC , Heegan S.C ,2,3,-1,1,3,3,0,3,3,0,1,-1,1.0,11.0
2017, Elman FC , Jazeera SC ,4,0,4,-4,1,0,0,0,0,0,0,1,3.0,1.0
2017, Jeenyo  FC , Bariga Dhexe ,1,0,1,-1,2,0,0,0,0,0,0,1,9.0,4.0
2017, Mogadishu City Club , Horseed S.C ,1,0,1,-1,2,2,3,0,0,3,3,1,11.0,13.0
2017, Dekedda SC , Waxool FC ,2,0,2,-2,3,2,1,0,0,1,1,1,5.0,6.0
2018, Dekedda SC , Waxool FC ,1,0,1,-1,3,1,2,0,0,2,1,1,5.0,6.0
2018, Batroolka FC , Gaadiidka FC ,0,0,0,0,1,2,0,2,2,0,1,0,1.0,9.0
2018, Heegan S.C , Elman FC ,4,1,3,-3,4,1,0,1,1,0,5,1,7.0,5.0
2018, Madbacadda FC , Jeenyo  FC ,1,1,0,0,1,3,0,0,0,0,0,0,0.0,2.0
2018, Horseed S.C , Mogadishu City Club ,1,0,1,-1,1,3,0,4,4,0,3,1,11.0,6.0
2018, Gaadiidka FC , Dekedda SC ,1,1,0,0,1,4,0,2,2,0,4,0,1.0,10.0
2018, Waxool FC , Elman FC ,0,4,-4,4,1,1,0,2,2,0,0,-1,0.0,5.0
2018, Batroolka FC , Jeenyo  FC ,0,0,0,0,1,2,0,2,2,0,1,0,1.0,2.0
2018, Heegan S.C , Mogadishu City Club ,1,1,0,0,4,2,1,1,1,1,5,0,7.0,6.0
2018, Madbacadda FC , Horseed S.C ,0,0,0,0,1,2,0,0,0,0,0,0,0.0,13.0
2018, Dekedda SC , Elman FC ,1,0,1,-1,3,2,2,2,2,2,2,1,5.0,5.0
2018, Gaadiidka FC , Jeenyo  FC ,0,1,-1,1,1,1,2,2,2,2,3,-1,1.0,2.0
2018, Waxool FC , Mogadishu City Club ,1,4,-3,3,0,2,1,2,2,1,0,-1,0.0,6.0
2018, Batroolka FC , Horseed S.C ,1,5,-4,4,1,2,0,2,2,0,1,-1,1.0,13.0
2018, Heegan S.C , Madbacadda FC ,0,0,0,0,4,1,0,0,0,0,0,0,7.0,6.0
2018, Jeenyo  FC , Dekedda SC ,0,2,-2,2,2,3,2,2,2,2,4,-1,9.0,10.0
2018, Elman FC , Mogadishu City Club ,2,6,-4,4,2,2,0,1,1,0,5,-1,3.0,6.0
2018, Gaadiidka FC , Horseed S.C ,1,3,-2,2,1,2,0,2,2,0,3,-1,1.0,13.0
2018, Waxool FC , Madbacadda FC ,0,1,-1,1,0,1,0,0,0,0,0,-1,0.0,6.0
2018, Batroolka FC , Heegan S.C ,1,2,-1,1,0,3,0,2,2,0,0,-1,1.0,11.0
2018, Dekedda SC , Mogadishu City Club ,1,0,1,-1,4,3,1,1,1,1,4,1,5.0,6.0
2018, Jeenyo  FC , Horseed S.C ,0,2,-2,2,2,3,3,1,1,3,2,-1,9.0,13.0
2018, Elman FC , Madbacadda FC ,5,1,4,-4,2,2,0,0,0,0,0,1,3.0,6.0
2018, Gaadiidka FC , Heegan S.C ,1,2,-1,1,0,3,0,3,3,0,1,-1,1.0,11.0
2018, Waxool FC , Batroolka FC ,2,2,0,0,0,0,0,0,0,0,0,0,0.0,3.0
2018, Horseed S.C , Dekedda SC ,0,0,0,0,4,4,1,2,2,1,3,0,11.0,10.0
2018, Mogadishu City Club , Madbacadda FC ,2,0,2,-2,2,1,0,0,0,0,0,1,11.0,6.0
2018, Jeenyo  FC , Heegan S.C ,1,0,1,-1,1,3,0,2,2,0,5,1,9.0,11.0
2018, Elman FC , Batroolka FC ,1,4,-3,3,2,0,2,0,0,2,0,-1,3.0,3.0
2018, Gaadiidka FC , Waxool FC ,1,1,0,0,0,0,1,1,1,1,1,0,1.0,6.0
2018, Dekedda SC , Madbacadda FC ,7,1,6,-6,3,1,0,0,0,0,0,1,5.0,6.0
2018, Horseed S.C , Heegan S.C ,0,0,0,0,3,2,2,3,3,2,4,0,11.0,11.0
2018, Mogadishu City Club , Batroolka FC ,1,1,0,0,3,1,2,0,0,2,0,0,11.0,3.0
2018, Jeenyo  FC , Waxool FC ,0,1,-1,1,2,0,1,0,0,1,1,-1,9.0,6.0
2018, Elman FC , Gaadiidka FC ,3,0,3,-3,2,0,2,1,1,2,1,1,3.0,9.0
2018, Heegan S.C , Dekedda SC ,0,0,0,0,2,4,2,1,1,2,2,0,7.0,10.0
2018, Madbacadda FC , Batroolka FC ,0,0,0,0,1,1,0,0,0,0,0,0,0.0,3.0
2018, Horseed S.C , Waxool FC ,3,0,3,-3,3,1,2,1,1,2,1,1,11.0,6.0
2018, Mogadishu City Club , Gaadiidka FC ,3,0,3,-3,3,0,3,1,1,3,2,1,11.0,9.0
2018, Jeenyo  FC , Elman FC ,2,2,0,0,2,3,0,0,0,0,6,0,9.0,5.0
2018, Dekedda SC , Batroolka FC ,5,0,5,-5,3,1,1,0,0,1,0,1,5.0,3.0
2018, Heegan S.C , Waxool FC ,5,0,5,-5,2,1,2,0,0,2,0,1,7.0,6.0
2018, Madbacadda FC , Gaadiidka FC ,0,2,-2,2,1,0,0,0,0,0,0,-1,0.0,9.0
2018, Horseed S.C , Elman FC ,2,0,2,-2,3,3,1,2,2,1,4,1,11.0,5.0
2018, Mogadishu City Club , Jeenyo  FC ,4,2,2,-2,3,1,1,1,1,1,4,1,11.0,2.0
2018, Waxool FC , Dekedda SC ,1,4,-3,3,1,3,0,3,3,0,1,-1,0.0,10.0
2018, Gaadiidka FC , Batroolka FC ,0,1,-1,1,1,1,2,0,0,2,2,-1,1.0,3.0
2018, Elman FC , Heegan S.C ,1,2,-1,1,2,2,1,1,1,1,5,-1,3.0,11.0
2018, Jeenyo  FC , Madbacadda FC ,1,1,0,0,1,0,0,0,0,0,1,0,9.0,6.0
2018, Mogadishu City Club , Horseed S.C ,3,2,1,-1,3,3,4,1,1,4,3,1,11.0,13.0
2018, Dekedda SC , Gaadiidka FC ,6,0,6,-6,3,1,2,0,0,2,5,1,5.0,9.0
2018, Elman FC , Waxool FC ,4,1,3,-3,2,1,2,0,0,2,0,1,3.0,6.0
2018, Jeenyo  FC , Batroolka FC ,6,0,6,-6,1,2,2,0,0,2,2,1,9.0,3.0
2018, Mogadishu City Club , Heegan S.C ,1,1,0,0,4,2,1,1,1,1,6,0,11.0,11.0
2018, Horseed S.C , Madbacadda FC ,1,1,0,0,2,0,0,0,0,0,1,0,11.0,6.0
2018, Elman FC , Dekedda SC ,3,0,3,-3,2,4,2,3,3,2,2,1,3.0,10.0
2018, Jeenyo  FC , Gaadiidka FC ,3,6,-3,3,1,1,2,2,2,2,3,-1,9.0,9.0
2018, Mogadishu City Club , Waxool FC ,2,0,2,-2,3,1,2,1,1,2,0,1,11.0,6.0
2018, Horseed S.C , Batroolka FC ,5,0,5,-5,2,1,2,0,0,2,1,1,11.0,3.0
2018, Madbacadda FC , Heegan S.C ,1,0,1,-1,0,2,0,0,0,0,1,1,0.0,11.0
2018, Dekedda SC , Jeenyo  FC ,3,0,3,-3,3,1,2,2,2,2,4,1,5.0,2.0
2018, Mogadishu City Club , Elman FC ,4,2,2,-2,4,2,1,0,0,1,5,1,11.0,5.0
2018, Horseed S.C , Gaadiidka FC ,0,0,0,0,3,2,2,0,0,2,3,0,11.0,9.0
2018, Madbacadda FC , Waxool FC ,1,2,-1,1,1,0,0,0,0,0,0,-1,0.0,6.0
2018, Heegan S.C , Batroolka FC ,3,0,3,-3,2,1,2,0,0,2,0,1,7.0,3.0
2018, Mogadishu City Club , Dekedda SC ,0,0,0,0,4,4,1,2,2,1,4,0,11.0,10.0
2018, Horseed S.C , Jeenyo  FC ,0,0,0,0,2,1,1,3,3,1,2,0,11.0,2.0
2018, Madbacadda FC , Elman FC ,1,1,0,0,1,2,0,1,1,0,0,0,0.0,5.0
2018, Heegan S.C , Gaadiidka FC ,3,1,2,-2,3,2,3,0,0,3,1,1,7.0,9.0
2018, Batroolka FC , Waxool FC ,1,2,-1,1,1,1,0,0,0,0,1,-1,1.0,6.0
2018, Dekedda SC , Horseed S.C ,2,2,0,0,3,1,2,1,1,2,4,0,5.0,13.0
2018, Madbacadda FC , Mogadishu City Club ,2,2,0,0,1,3,0,1,1,0,0,0,0.0,6.0
2018, Heegan S.C , Jeenyo  FC ,4,1,3,-3,3,1,2,1,1,2,5,1,7.0,2.0
2018, Batroolka FC , Mogadishu City Club ,1,2,-1,1,1,2,0,2,2,0,1,-1,1.0,6.0
2018, Waxool FC , Jeenyo  FC ,1,2,-1,1,2,1,0,1,1,0,1,-1,0.0,2.0
2018, Gaadiidka FC , Mogadishu City Club ,1,2,-1,1,1,3,1,4,4,1,2,-1,1.0,6.0
2018, Batroolka FC , Elman FC ,2,2,0,0,0,2,0,2,2,0,0,0,1.0,5.0
2018, Jeenyo  FC , Mogadishu City Club ,1,2,-1,1,1,3,1,2,2,1,4,-1,9.0,6.0
2018, Heegan S.C , Horseed S.C ,1,0,1,-1,3,1,3,2,2,3,5,1,7.0,13.0
2018, Gaadiidka FC , Elman FC ,2,2,0,0,1,2,1,4,4,1,1,0,1.0,5.0
2018, Batroolka FC , Madbacadda FC ,1,4,-3,3,0,1,0,0,0,0,1,-1,1.0,6.0
2018, Dekedda SC , Heegan S.C ,1,1,0,0,2,4,1,2,2,1,3,0,5.0,11.0
2018, Waxool FC , Gaadiidka FC ,1,3,-2,2,2,1,1,1,1,1,2,-1,0.0,9.0
2018, Elman FC , Jeenyo  FC ,2,1,1,-1,1,1,0,0,0,0,7,1,3.0,2.0
2018, Madbacadda FC , Dekedda SC ,0,5,-5,5,2,1,0,1,1,0,0,-1,0.0,10.0
2018, Waxool FC , Horseed S.C ,1,4,-3,3,2,1,1,3,3,1,1,-1,0.0,13.0
2018, Gaadiidka FC , Madbacadda FC ,4,1,3,-3,1,1,0,0,0,0,0,1,1.0,6.0
2018, Batroolka FC , Dekedda SC ,1,6,-5,5,0,2,0,2,2,0,0,-1,1.0,10.0
2018, Elman FC , Horseed S.C ,2,3,-1,1,1,1,2,2,2,2,4,-1,3.0,13.0
2018, Waxool FC , Heegan S.C ,0,7,-7,7,2,4,0,3,3,0,0,-1,0.0,11.0
2019, Dekedda SC , Gaadiidka FC ,1,1,0,0,2,2,3,0,0,3,5,0,5.0,9.0
2019, Jeenyo  FC , Mogadishu City Club ,1,0,1,-1,1,3,1,2,2,1,4,1,9.0,6.0
2019, Heegan S.C , Madbacadda FC ,1,0,1,-1,4,1,0,1,1,0,1,1,7.0,6.0
2019, Jazeera SC , Midnimo FC ,0,1,-1,1,0,4,1,0,0,1,2,-1,3.0,9.0
2019, Horseed S.C , Elman FC ,0,0,0,0,2,1,2,2,2,2,4,0,11.0,5.0
2019, Jeenyo  FC , Dekedda SC ,2,8,-6,6,2,2,2,3,3,2,4,-1,9.0,10.0
2019, Gaadiidka FC , Madbacadda FC ,0,0,0,0,2,1,1,0,0,1,0,0,1.0,6.0
2019, Mogadishu City Club , Midnimo FC ,1,1,0,0,3,5,0,0,0,0,0,0,11.0,9.0
2019, Heegan S.C , Elman FC ,1,3,-2,2,4,1,1,1,1,1,5,-1,7.0,5.0
2019, Jazeera SC , Horseed S.C ,1,1,0,0,0,2,0,1,1,0,0,0,3.0,13.0
2019, Dekedda SC , Madbacadda FC ,1,0,1,-1,3,1,1,0,0,1,0,1,5.0,6.0
2019, Jeenyo  FC , Midnimo FC ,0,1,-1,1,2,4,0,0,0,0,0,-1,9.0,9.0
2019, Gaadiidka FC , Elman FC ,1,3,-2,2,2,2,1,4,4,1,2,-1,1.0,5.0
2019, Mogadishu City Club , Horseed S.C ,1,2,-1,1,3,2,5,1,1,5,3,-1,11.0,13.0
2019, Heegan S.C , Jazeera SC ,3,0,3,-3,3,0,1,0,0,1,0,1,7.0,1.0
2019, Midnimo FC , Dekedda SC ,0,2,-2,2,4,4,0,0,0,0,0,-1,7.0,10.0
2019, Madbacadda FC , Elman FC ,1,0,1,-1,0,3,0,1,1,0,1,1,0.0,5.0
2019, Jeenyo  FC , Horseed S.C ,0,4,-4,4,1,3,3,1,1,3,3,-1,9.0,13.0
2019, Gaadiidka FC , Jazeera SC ,0,1,-1,1,2,0,1,0,0,1,0,-1,1.0,1.0
2019, Mogadishu City Club , Heegan S.C ,1,0,1,-1,2,3,1,1,1,1,7,1,11.0,11.0
2019, Dekedda SC , Elman FC ,1,0,1,-1,4,2,3,3,3,3,2,1,5.0,5.0
2019, Midnimo FC , Horseed S.C ,0,2,-2,2,3,3,0,0,0,0,0,-1,7.0,13.0
2019, Madbacadda FC , Jazeera SC ,1,2,-1,1,1,1,0,0,0,0,0,-1,0.0,1.0
